#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h1tg000038l:4949841-4951342   -            316 182493at33090        -            164   6.8e-67  222.0   0.1   1   2   9.8e-22   2.6e-19   67.3   0.0     1    59    92   160    92   185 0.84 -
h1tg000038l:4949841-4951342   -            316 182493at33090        -            164   6.8e-67  222.0   0.1   2   2   4.4e-48   1.1e-45  153.0   0.0    51   164   188   315   183   315 0.92 -
h1tg000012l:8903585-8915845   -            162 182493at33090        -            164   7.5e-14   49.5   0.2   1   2   8.4e-15   2.2e-12   44.8   0.2     1   121     4   142     4   154 0.75 -
h1tg000012l:8903585-8915845   -            162 182493at33090        -            164   7.5e-14   49.5   0.2   2   2      0.76     2e+02   -0.6   0.0   150   163   148   161   142   162 0.85 -
h1tg000029l:1345225-1345731   -            169 182493at33090        -            164   6.2e-13   46.5   0.0   1   2   2.1e-07   5.3e-05   20.7   0.0     3    26     3    26     1    41 0.88 -
h1tg000029l:1345225-1345731   -            169 182493at33090        -            164   6.2e-13   46.5   0.0   2   2   2.2e-08   5.7e-06   23.9   0.1    85   119   112   148   104   159 0.88 -
h1tg000024l:5222180-5224109   -            155 182493at33090        -            164   1.2e-12   45.6   0.1   1   1     4e-14     1e-11   42.5   0.1     5   122     1   136     1   147 0.77 -
h1tg000029l:4923412-4927132   -            152 182493at33090        -            164   1.2e-12   45.6   0.2   1   2   2.4e-05    0.0063   14.0   0.0     3    25     2    24     1    55 0.88 -
h1tg000029l:4923412-4927132   -            152 182493at33090        -            164   1.2e-12   45.6   0.2   2   2   2.8e-10   7.2e-08   30.1   0.1    84   130    93   141    77   149 0.84 -
h1tg000010l:25396822-25397328 -            169 182493at33090        -            164   1.2e-11   42.4   0.0   1   2     3e-06   0.00078   16.9   0.0     3    26     3    26     1    42 0.88 -
h1tg000010l:25396822-25397328 -            169 182493at33090        -            164   1.2e-11   42.4   0.0   2   2   3.2e-08   8.4e-06   23.3   0.0    85   119   112   148   105   158 0.89 -
h1tg000003l:21967045-21967560 -            172 182493at33090        -            164   3.9e-10   37.4   0.1   1   2   4.1e-05     0.011   13.2   0.0     3    26     6    29     4    73 0.88 -
h1tg000003l:21967045-21967560 -            172 182493at33090        -            164   3.9e-10   37.4   0.1   2   2   6.4e-08   1.7e-05   22.4   0.1    85   119   115   151   106   170 0.88 -
h1tg000039l:2525295-2526101   -            120 182493at33090        -            164   2.6e-08   31.5   0.1   1   1   1.4e-10   3.6e-08   31.0   0.1    85   119    65    99    53   114 0.91 -
h1tg000031l:7370147-7375171   -            220 182493at33090        -            164   8.3e-08   29.9   0.0   1   2   0.00012     0.032   11.7   0.0     4    26    24    46    21    88 0.83 -
h1tg000031l:7370147-7375171   -            220 182493at33090        -            164   8.3e-08   29.9   0.0   2   2   4.9e-06    0.0013   16.2   0.0    85   129   161   208   151   215 0.84 -
h1tg000026l:1537560-1542664   -            117 182493at33090        -            164   1.1e-06   26.2   0.0   1   1   6.2e-09   1.6e-06   25.7   0.0    85   116    84   117    77   117 0.90 -
h1tg000022l:7319898-7321193   -            123 182493at33090        -            164   1.4e-06   25.9   0.0   1   1   7.3e-09   1.9e-06   25.4   0.0    85   121    66   104    57   119 0.86 -
h1tg000023l:4573201-4573974   -             93 182493at33090        -            164   0.00068   17.1   0.0   1   1   3.2e-06   0.00082   16.9   0.0    85   117    55    89    35    92 0.86 -
h1tg000040l:6847260-6847586   -            104 182493at33090        -            164    0.0064   14.0   0.0   1   1     4e-05      0.01   13.3   0.0    85   119    63    99    52   102 0.87 -
h1tg000001l:14071287-14071781 -            165 182493at33090        -            164      0.02   12.3   0.0   1   2     0.076        20    2.6   0.0    12    25    27    40    22    72 0.68 -
h1tg000001l:14071287-14071781 -            165 182493at33090        -            164      0.02   12.3   0.0   2   2    0.0024      0.62    7.5   0.0    89   111   139   165   132   165 0.81 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/182493at33090.hmm
# Target file:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap1.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap1.p_ctg.fa.modified.fas
# Option settings: hmmsearch --domtblout /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap1.p_ctg.fa.busco/run_viridiplantae_odb10/hmmer_output/initial_run_results/182493at33090.out --cpu 1 /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/182493at33090.hmm /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap1.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap1.p_ctg.fa.modified.fas 
# Current dir:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning
# Date:            Thu Apr 18 11:10:13 2024
# [ok]
