#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h1tg000022l:8310472-8332528   -           1904 1419at33090          -           1491         0 2010.7  43.6   1   5  1.4e-229  4.3e-227  754.8   2.0     1   435     1   469     1   477 0.93 -
h1tg000022l:8310472-8332528   -           1904 1419at33090          -           1491         0 2010.7  43.6   2   5   1.9e-29   5.9e-27   91.6   0.1   432   539   508   627   473   644 0.86 -
h1tg000022l:8310472-8332528   -           1904 1419at33090          -           1491         0 2010.7  43.6   3   5   1.5e-53   4.6e-51  171.5   4.4   533   816   645  1030   639  1031 0.75 -
h1tg000022l:8310472-8332528   -           1904 1419at33090          -           1491         0 2010.7  43.6   4   5   1.9e-34   5.8e-32  108.1   1.3   786   925  1023  1212  1004  1222 0.79 -
h1tg000022l:8310472-8332528   -           1904 1419at33090          -           1491         0 2010.7  43.6   5   5  3.7e-269  1.1e-266  886.0  11.1   925  1491  1237  1904  1231  1904 0.88 -
h1tg000032l:40976-42723       -            456 1419at33090          -           1491   6.3e-57  190.9   4.8   1   3   1.9e-17   5.8e-15   51.8   0.7   612   723    21   139     1   208 0.73 -
h1tg000032l:40976-42723       -            456 1419at33090          -           1491   6.3e-57  190.9   4.8   2   3   4.8e-14   1.5e-11   40.5   0.0   810   864   212   273   199   278 0.84 -
h1tg000032l:40976-42723       -            456 1419at33090          -           1491   6.3e-57  190.9   4.8   3   3   1.2e-28   3.6e-26   88.9   0.2   860   985   289   445   284   456 0.79 -
h1tg000045l:7753774-7754058   -             95 1419at33090          -           1491   9.7e-07   24.6   0.6   1   1   3.4e-09     1e-06   24.5   0.6  1430  1487    42    94    29    95 0.80 -
h1tg000029l:6693878-6694099   -             74 1419at33090          -           1491   0.00011   17.7   4.2   1   1   3.8e-07   0.00012   17.7   4.2  1457  1489    44    74    27    74 0.84 -
h1tg000008l:923316-923519     -             68 1419at33090          -           1491     0.001   14.6   2.4   1   1   3.6e-06    0.0011   14.4   2.4  1436  1490    14    64     9    65 0.86 -
h1tg000033l:7711115-7711324   -             70 1419at33090          -           1491    0.0029   13.0   3.0   1   1   9.9e-06     0.003   13.0   3.0  1436  1488    23    70    12    70 0.81 -
h1tg000010l:32890307-32890552 -             82 1419at33090          -           1491    0.0049   12.3   2.0   1   1   1.5e-05    0.0047   12.4   2.0  1439  1489    36    81    15    82 0.80 -
h1tg000025l:7608366-7608572   -             69 1419at33090          -           1491     0.011   11.1   0.7   1   1   3.8e-05     0.011   11.1   0.7  1421  1488     7    69     3    69 0.70 -
h1tg000006l:8639057-8639275   -             73 1419at33090          -           1491     0.015   10.7   2.5   1   1   4.7e-05     0.014   10.7   2.5  1440  1488    30    73     9    73 0.78 -
h1tg000023l:13818608-13818826 -             73 1419at33090          -           1491     0.019   10.4   1.5   1   1     6e-05     0.018   10.4   1.5  1440  1488    30    73    16    73 0.78 -
h1tg000040l:4901774-4902055   -             94 1419at33090          -           1491     0.048    9.0   1.2   1   1   0.00017      0.05    8.9   1.2  1423  1487    34    93    27    94 0.65 -
h1tg000001l:2082084-2082332   -             83 1419at33090          -           1491      0.35    6.1   4.9   1   1    0.0013      0.38    6.0   4.9  1440  1488    40    83    36    83 0.73 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/1419at33090.hmm
# Target file:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap1.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap1.p_ctg.fa.modified.fas
# Option settings: hmmsearch --domtblout /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap1.p_ctg.fa.busco/run_viridiplantae_odb10/hmmer_output/initial_run_results/1419at33090.out --cpu 1 /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/1419at33090.hmm /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap1.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap1.p_ctg.fa.modified.fas 
# Current dir:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning
# Date:            Thu Apr 18 11:10:08 2024
# [ok]
