#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h1tg000025l:1965769-1980226   -            455 130637at33090        -            263  8.4e-115  380.1   0.1   1   2  4.9e-106  4.8e-105  348.1   0.0     1   201    34   251    34   281 0.87 -
h1tg000025l:1965769-1980226   -            455 130637at33090        -            263  8.4e-115  380.1   0.1   2   2     5e-09     5e-08   30.1   0.1   222   255   294   327   268   334 0.83 -
h1tg000012l:6929519-6931390   -            295 130637at33090        -            263   9.4e-79  261.9   0.0   1   1   1.1e-79   1.1e-78  261.7   0.0     2   261    20   287    19   289 0.92 -
h1tg000038l:8212643-8214146   -            257 130637at33090        -            263   1.4e-67  225.4   0.2   1   1   2.3e-68   2.3e-67  224.7   0.2     2   238     7   257     6   257 0.86 -
h1tg000003l:11135725-11156185 -            259 130637at33090        -            263     4e-57  191.1   0.9   1   1   5.6e-56   5.6e-55  184.0   0.9     3   250    12   259    10   259 0.83 -
h1tg000038l:6794757-6798572   -            251 130637at33090        -            263   7.9e-57  190.1   0.1   1   2   4.1e-52   4.1e-51  171.4   0.0    17   218     5   193     1   205 0.91 -
h1tg000038l:6794757-6798572   -            251 130637at33090        -            263   7.9e-57  190.1   0.1   2   2   5.3e-05   0.00053   16.9   0.0   224   250   225   251   213   251 0.90 -
h1tg000007l:369914-371010     -            209 130637at33090        -            263   2.4e-52  175.4   0.0   1   1   2.8e-53   2.8e-52  175.2   0.0     2   184    12   203    11   209 0.87 -
h1tg000021l:4411527-4412431   -            206 130637at33090        -            263   1.4e-51  172.9   0.0   1   1   1.6e-52   1.6e-51  172.7   0.0     2   194     4   206     3   206 0.85 -
h1tg000023l:13883984-13885995 -            166 130637at33090        -            263   5.5e-51  170.9   0.3   1   2   4.4e-15   4.4e-14   50.0   0.1     2    54     7    64     6    66 0.89 -
h1tg000023l:13883984-13885995 -            166 130637at33090        -            263   5.5e-51  170.9   0.3   2   2   8.3e-37   8.3e-36  121.2   0.0    98   208    64   165    63   166 0.92 -
h1tg000010l:14670998-14671678 -            227 130637at33090        -            263   4.6e-49  164.6   0.2   1   2   7.7e-14   7.7e-13   45.9   0.0     2    83     1    87     1   116 0.84 -
h1tg000010l:14670998-14671678 -            227 130637at33090        -            263   4.6e-49  164.6   0.2   2   2   1.2e-35   1.2e-34  117.3   0.0    89   193   122   225   111   227 0.91 -
h1tg000002l:5514655-5515398   -            248 130637at33090        -            263   4.3e-44  148.3   0.1   1   2   2.5e-38   2.5e-37  126.2   0.0    95   216    52   168    43   190 0.91 -
h1tg000002l:5514655-5515398   -            248 130637at33090        -            263   4.3e-44  148.3   0.1   2   2   4.4e-06   4.4e-05   20.5   0.0   220   256   201   239   187   246 0.81 -
h1tg000005l:5775753-5776396   -            204 130637at33090        -            263   1.6e-43  146.5   0.0   1   1   1.9e-44   1.9e-43  146.2   0.0     2   197     8   193     7   204 0.85 -
h1tg000020l:2534897-2539235   -            219 130637at33090        -            263   2.4e-43  145.9   0.1   1   2   1.9e-29   1.9e-28   97.1   0.1     2   138     6   151     5   152 0.88 -
h1tg000020l:2534897-2539235   -            219 130637at33090        -            263   2.4e-43  145.9   0.1   2   2   2.9e-14   2.9e-13   47.3   0.0   168   246   152   219   151   219 0.89 -
h1tg000033l:5311560-5313745   -            197 130637at33090        -            263   1.4e-40  136.8   0.4   1   2   8.1e-30   8.1e-29   98.3   0.2     3   138     8   152     6   153 0.88 -
h1tg000033l:5311560-5313745   -            197 130637at33090        -            263   1.4e-40  136.8   0.4   2   2   2.9e-11   2.9e-10   37.4   0.0   168   214   153   196   152   197 0.82 -
