#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h1tg000010l:35027787-35032441 -            324 198570at33090        -            281  1.1e-128  426.1   0.2   1   1  5.2e-131  1.7e-128  425.5   0.2     6   281    23   324    18   324 0.89 -
h1tg000010l:6400002-6400103   -             34 198570at33090        -            281   9.3e-06   22.8   0.1   1   1   2.8e-08   9.4e-06   22.8   0.1    39    70     1    32     1    34 0.95 -
h1tg000014l:4144907-4145011   -             35 198570at33090        -            281   1.3e-05   22.3   0.1   1   1   3.9e-08   1.3e-05   22.3   0.1    38    70     1    33     1    35 0.94 -
h1tg000020l:8069866-8069994   -             43 198570at33090        -            281   1.4e-05   22.3   0.0   1   1   4.5e-08   1.5e-05   22.2   0.0    39    75     4    40     2    43 0.93 -
h1tg000033l:8480277-8480405   -             43 198570at33090        -            281   1.6e-05   22.1   0.0   1   1   5.2e-08   1.7e-05   22.0   0.0    38    75     3    40     2    43 0.94 -
h1tg000045l:4259772-4259897   -             42 198570at33090        -            281   2.1e-05   21.7   0.1   1   1   6.4e-08   2.1e-05   21.7   0.1    40    75     2    37     1    41 0.91 -
h1tg000014l:4884437-4885324   -            296 198570at33090        -            281    0.0001   19.4   0.1   1   1   4.8e-07   0.00016   18.8   0.1    39    92     1    58     1    64 0.86 -
h1tg000045l:4265864-4265998   -             45 198570at33090        -            281    0.0002   18.4   0.0   1   1   6.4e-07   0.00021   18.4   0.0    38    73     3    38     1    43 0.91 -
h1tg000024l:522903-535915     -            609 198570at33090        -            281   0.00069   16.7   0.1   1   1   3.5e-06    0.0012   15.9   0.1    39    79   112   150   103   156 0.92 -
h1tg000003l:244733-245224     -            164 198570at33090        -            281    0.0044   14.0   0.4   1   2   2.9e-05    0.0097   12.9   0.3    39    82     1    45     1    67 0.83 -
h1tg000003l:244733-245224     -            164 198570at33090        -            281    0.0044   14.0   0.4   2   2      0.83   2.7e+02   -1.7   0.0   104   115   110   121    91   125 0.83 -
h1tg000002l:260097-260246     -             50 198570at33090        -            281     0.013   12.5   0.1   1   1   3.9e-05     0.013   12.5   0.1    41    75     1    35     1    42 0.88 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/198570at33090.hmm
# Target file:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap1.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap1.p_ctg.fa.modified.fas
# Option settings: hmmsearch --domtblout /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap1.p_ctg.fa.busco/run_viridiplantae_odb10/hmmer_output/initial_run_results/198570at33090.out --cpu 1 /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/198570at33090.hmm /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap1.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap1.p_ctg.fa.modified.fas 
# Current dir:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning
# Date:            Thu Apr 18 11:10:14 2024
# [ok]
