#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h1tg000025l:1056118-1071600   -            386 105867at33090        -            309  1.6e-117  389.7   5.4   1   2   4.7e-12   2.9e-09   34.1   0.0     1    33    50    82    50    92 0.94 -
h1tg000025l:1056118-1071600   -            386 105867at33090        -            309  1.6e-117  389.7   5.4   2   2  1.1e-109  6.9e-107  354.7   4.6    71   302    92   348    83   353 0.91 -
h1tg000008l:6418940-6431957   -            366 105867at33090        -            309     4e-37  125.6  10.0   1   1   2.8e-38   1.7e-35  120.2  10.0    11   275    29   294    21   305 0.83 -
h1tg000008l:6406359-6409654   -            364 105867at33090        -            309   1.1e-34  117.5   8.6   1   1   7.4e-36   4.5e-33  112.3   8.5    10   275    28   292    20   296 0.82 -
h1tg000032l:4584236-4587434   -            325 105867at33090        -            309   4.4e-20   69.6   4.0   1   2   1.2e-07   7.2e-05   19.6   0.0     1    81     1    87     1    91 0.84 -
h1tg000032l:4584236-4587434   -            325 105867at33090        -            309   4.4e-20   69.6   4.0   2   2   6.5e-17     4e-14   50.0   2.5   132   276    91   246    86   282 0.78 -
h1tg000005l:11218376-11218519 -             48 105867at33090        -            309    0.0097   12.6   0.0   1   1   1.6e-05    0.0097   12.6   0.0   230   253    20    42     1    47 0.74 -
h1tg000005l:12603714-12690634 -            232 105867at33090        -            309     0.027   11.2   2.3   1   2    0.0063       3.8    4.1   0.1   126   180    39    96    24   106 0.78 -
h1tg000005l:12603714-12690634 -            232 105867at33090        -            309     0.027   11.2   2.3   2   2   0.00079      0.48    7.1   0.3   231   252   115   136   106   191 0.77 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/105867at33090.hmm
# Target file:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap1.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap1.p_ctg.fa.modified.fas
# Option settings: hmmsearch --domtblout /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap1.p_ctg.fa.busco/run_viridiplantae_odb10/hmmer_output/initial_run_results/105867at33090.out --cpu 1 /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/105867at33090.hmm /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap1.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap1.p_ctg.fa.modified.fas 
# Current dir:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning
# Date:            Thu Apr 18 11:10:16 2024
# [ok]
