#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h1tg000002l:23050919-23058611 -            309 190390at33090        -            196   3.6e-84  278.9   0.0   1   1   1.9e-85   9.8e-84  277.4   0.0     1   196    95   306    95   306 0.91 -
h1tg000010l:32797529-32799373 -            314 190390at33090        -            196   1.3e-29  100.8   0.1   1   2     2e-27     1e-25   88.1   0.0     1   143    41   202    41   225 0.78 -
h1tg000010l:32797529-32799373 -            314 190390at33090        -            196   1.3e-29  100.8   0.1   2   2    0.0014     0.073   10.3   0.0   136   192   236   296   232   299 0.77 -
h1tg000024l:5006479-5007483   -            301 190390at33090        -            196     9e-29   98.1   0.0   1   2   7.8e-28     4e-26   89.5   0.0     1   139    17   179    17   205 0.84 -
h1tg000024l:5006479-5007483   -            301 190390at33090        -            196     9e-29   98.1   0.0   2   2     0.031       1.6    5.9   0.0   140   193   227   284   222   287 0.70 -
h1tg000012l:5729102-5782088   -            298 190390at33090        -            196   1.1e-27   94.6   0.0   1   2   7.3e-24   3.7e-22   76.5   0.0     1   136    41   196    41   207 0.73 -
h1tg000012l:5729102-5782088   -            298 190390at33090        -            196   1.1e-27   94.6   0.0   2   2   2.4e-05    0.0012   16.1   0.0   137   190   239   296   232   298 0.85 -
h1tg000003l:30756397-30757439 -            306 190390at33090        -            196   1.2e-27   94.5   0.0   1   2   1.2e-26     6e-25   85.6   0.0     1   155    21   196    21   203 0.83 -
h1tg000003l:30756397-30757439 -            306 190390at33090        -            196   1.2e-27   94.5   0.0   2   2     0.027       1.4    6.1   0.0   137   193   229   289   222   292 0.71 -
h1tg000010l:36103067-36104262 -            290 190390at33090        -            196   3.3e-27   93.0   0.6   1   2   3.7e-23   1.9e-21   74.2   0.0     2   140    18   175    17   200 0.80 -
h1tg000010l:36103067-36104262 -            290 190390at33090        -            196   3.3e-27   93.0   0.6   2   2   1.4e-05   0.00073   16.8   0.1   133   192   214   277   208   280 0.74 -
h1tg000002l:4005496-4006792   -            296 190390at33090        -            196   9.9e-27   91.4   0.5   1   2   1.6e-23   8.3e-22   75.4   0.1     3   141    24   181    22   204 0.78 -
h1tg000002l:4005496-4006792   -            296 190390at33090        -            196   9.9e-27   91.4   0.5   2   2   9.2e-05    0.0047   14.2   0.0   136   192   222   282   214   285 0.77 -
h1tg000010l:14649891-14652367 -            318 190390at33090        -            196   1.2e-26   91.1   0.4   1   2   3.2e-26   1.7e-24   84.2   0.0     1   139    19   183    19   215 0.82 -
h1tg000010l:14649891-14652367 -            318 190390at33090        -            196   1.2e-26   91.1   0.4   2   2     0.074       3.8    4.7   0.1   138   193   222   281   217   284 0.69 -
h1tg000038l:759404-760366     -            321 190390at33090        -            196   2.3e-26   90.2   0.2   1   2   3.2e-24   1.6e-22   77.7   0.0    10   147    45   202    34   214 0.76 -
h1tg000038l:759404-760366     -            321 190390at33090        -            196   2.3e-26   90.2   0.2   2   2    0.0037      0.19    8.9   0.0   137   195   242   304   234   305 0.69 -
h1tg000003l:2165263-2166180   -            306 190390at33090        -            196   8.2e-26   88.4   0.0   1   2   6.2e-26   3.2e-24   83.3   0.0     8   153    30   198    21   229 0.78 -
h1tg000003l:2165263-2166180   -            306 190390at33090        -            196   8.2e-26   88.4   0.0   2   2      0.24        12    3.0   0.0   137   193   229   289   222   292 0.65 -
h1tg000007l:12851863-12866829 -            305 190390at33090        -            196   3.8e-25   86.3   0.0   1   2   8.1e-25   4.1e-23   79.6   0.0     2   149    37   203    36   215 0.76 -
h1tg000007l:12851863-12866829 -            305 190390at33090        -            196   3.8e-25   86.3   0.0   2   2      0.14       7.4    3.7   0.0   140   192   235   291   230   294 0.70 -
h1tg000002l:20904119-20906274 -            284 190390at33090        -            196     1e-24   84.9   0.5   1   2   1.2e-22   6.2e-21   72.5   0.0    15   138    34   175    18   201 0.78 -
h1tg000002l:20904119-20906274 -            284 190390at33090        -            196     1e-24   84.9   0.5   2   2   0.00091     0.047   10.9   0.1   139   194   224   283   209   284 0.74 -
h1tg000045l:8631590-8646520   -            295 190390at33090        -            196   1.1e-24   84.8   0.2   1   2   3.4e-22   1.8e-20   71.1   0.0     4   135    22   177    19   197 0.78 -
h1tg000045l:8631590-8646520   -            295 190390at33090        -            196   1.1e-24   84.8   0.2   2   2   0.00071     0.037   11.3   0.0   138   192   219   277   206   280 0.73 -
h1tg000022l:8474751-8476997   -            336 190390at33090        -            196   1.2e-24   84.6   1.4   1   2   4.9e-20   2.5e-18   64.0   0.2     2   139    36   196    35   241 0.80 -
h1tg000022l:8474751-8476997   -            336 190390at33090        -            196   1.2e-24   84.6   1.4   2   2   4.5e-05    0.0023   15.2   0.1   137   192   259   318   251   321 0.79 -
h1tg000008l:988162-989485     -            299 190390at33090        -            196   1.3e-24   84.5   0.1   1   2   3.6e-24   1.9e-22   77.5   0.0     1   150    17   183    17   195 0.79 -
h1tg000008l:988162-989485     -            299 190390at33090        -            196   1.3e-24   84.5   0.1   2   2     0.059         3    5.0   0.1   137   194   222   283   218   285 0.72 -
h1tg000039l:1752866-1754282   -            321 190390at33090        -            196   5.2e-24   82.6   2.1   1   3   1.6e-09   8.1e-08   29.7   0.5     2    80    19   112    18   120 0.79 -
h1tg000039l:1752866-1754282   -            321 190390at33090        -            196   5.2e-24   82.6   2.1   2   3   2.9e-12   1.5e-10   38.7   0.0    79   147   142   216   136   236 0.74 -
h1tg000039l:1752866-1754282   -            321 190390at33090        -            196   5.2e-24   82.6   2.1   3   3   0.00049     0.025   11.8   0.0   136   191   248   307   234   310 0.78 -
h1tg000003l:5030652-5032432   -            293 190390at33090        -            196   2.1e-23   80.6   0.0   1   2   1.9e-22   9.9e-21   71.9   0.0    12   150    31   186    18   200 0.74 -
h1tg000003l:5030652-5032432   -            293 190390at33090        -            196   2.1e-23   80.6   0.0   2   2     0.034       1.8    5.8   0.0   138   195   223   284   220   285 0.63 -
h1tg000030l:5769921-5770904   -            328 190390at33090        -            196   5.3e-23   79.3   0.3   1   2   3.8e-23   1.9e-21   74.2   0.0    10   146    52   208    41   224 0.75 -
h1tg000030l:5769921-5770904   -            328 190390at33090        -            196   5.3e-23   79.3   0.3   2   2      0.51        26    2.0   0.1   138   192   250   308   240   312 0.60 -
h1tg000020l:2180673-2181880   -            305 190390at33090        -            196   9.2e-23   78.5   0.1   1   2   9.4e-20   4.8e-18   63.1   0.0     9   139    32   185    23   209 0.79 -
h1tg000020l:2180673-2181880   -            305 190390at33090        -            196   9.2e-23   78.5   0.1   2   2   0.00027     0.014   12.7   0.0   139   194   231   289   219   291 0.86 -
h1tg000011l:1214454-1215554   -            306 190390at33090        -            196   2.5e-22   77.1   0.1   1   2     1e-20   5.2e-19   66.2   0.0    14   136    34   183    27   187 0.78 -
h1tg000011l:1214454-1215554   -            306 190390at33090        -            196   2.5e-22   77.1   0.1   2   2     0.011      0.58    7.4   0.0   138   194   231   291   226   293 0.67 -
h1tg000045l:8644919-8646505   -            290 190390at33090        -            196   2.6e-22   77.0   0.1   1   2   8.6e-20   4.4e-18   63.2   0.0     5   135    29   177    25   197 0.74 -
h1tg000045l:8644919-8646505   -            290 190390at33090        -            196   2.6e-22   77.0   0.1   2   2   0.00069     0.035   11.3   0.0   138   192   219   277   206   280 0.73 -
h1tg000032l:6262507-6268698   -            475 190390at33090        -            196     3e-22   76.8   0.0   1   2     4e-19   2.1e-17   61.0   0.0    13   146    71   226    62   238 0.75 -
h1tg000032l:6262507-6268698   -            475 190390at33090        -            196     3e-22   76.8   0.0   2   2    0.0015     0.079   10.2   0.0   137   195   267   329   262   330 0.75 -
h1tg000008l:6709216-6710325   -            306 190390at33090        -            196   1.8e-20   71.0   0.0   1   2   2.1e-19   1.1e-17   62.0   0.0    11   145    42   193    30   209 0.74 -
h1tg000008l:6709216-6710325   -            306 190390at33090        -            196   1.8e-20   71.0   0.0   2   2     0.019      0.97    6.6   0.0   138   194   232   292   224   294 0.67 -
h1tg000036l:2308815-2310346   -            303 190390at33090        -            196   2.2e-20   70.8   0.1   1   2   1.2e-16   6.3e-15   52.9   0.0    12   154    30   195    17   208 0.74 -
h1tg000036l:2308815-2310346   -            303 190390at33090        -            196   2.2e-20   70.8   0.1   2   2   0.00011    0.0059   13.9   0.0   135   195   223   287   220   288 0.74 -
h1tg000012l:5756560-5757178   -            131 190390at33090        -            196   2.8e-19   67.1   0.0   1   1   6.5e-21   3.3e-19   66.9   0.0    48   135     3   104     1   118 0.83 -
h1tg000082l:75785-77043       -            297 190390at33090        -            196   2.3e-18   64.1   0.2   1   2   2.4e-18   1.3e-16   58.5   0.0     4   139    20   186    17   193 0.70 -
h1tg000082l:75785-77043       -            297 190390at33090        -            196   2.3e-18   64.1   0.2   2   2      0.55        28    1.9   0.0   138   193   228   287   225   290 0.63 -
h1tg000012l:2257727-2259012   -            297 190390at33090        -            196   2.3e-18   64.1   0.2   1   2   2.4e-18   1.3e-16   58.5   0.0     4   139    20   186    17   193 0.70 -
h1tg000012l:2257727-2259012   -            297 190390at33090        -            196   2.3e-18   64.1   0.2   2   2      0.55        28    1.9   0.0   138   193   228   287   225   290 0.63 -
h1tg000032l:146373-147551     -            294 190390at33090        -            196   5.2e-18   63.0   0.1   1   2   1.4e-16   7.3e-15   52.7   0.0    10   139    32   173    19   210 0.72 -
h1tg000032l:146373-147551     -            294 190390at33090        -            196   5.2e-18   63.0   0.1   2   2    0.0058       0.3    8.3   0.0   136   194   215   278   204   280 0.67 -
