#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h1tg000056l:1183869-1194564   -           1036 18801at33090         -            816         0 1114.3  33.6   1   4  2.9e-252  3.6e-249  826.7  18.6     1   551    13   624    13   638 0.92 -
h1tg000056l:1183869-1194564   -           1036 18801at33090         -            816         0 1114.3  33.6   2   4   1.1e-58   1.3e-55  186.5   0.0   556   687   667   807   642   813 0.85 -
h1tg000056l:1183869-1194564   -           1036 18801at33090         -            816         0 1114.3  33.6   3   4   3.1e-33   3.8e-30  102.2   0.6   680   810   825   970   820   975 0.84 -
h1tg000056l:1183869-1194564   -           1036 18801at33090         -            816         0 1114.3  33.6   4   4    0.0013       1.5    4.3   0.3   784   812   986  1014   981  1019 0.77 -
h1tg000025l:16674179-16687715 -            972 18801at33090         -            816         0 1024.8  28.7   1   3  6.9e-233  8.4e-230  762.6  14.5     1   551    13   612    13   626 0.91 -
h1tg000025l:16674179-16687715 -            972 18801at33090         -            816         0 1024.8  28.7   2   3   3.7e-82   4.5e-79  264.1   0.8   556   811   655   919   630   923 0.87 -
h1tg000025l:16674179-16687715 -            972 18801at33090         -            816         0 1024.8  28.7   3   3    0.0011       1.3    4.5   0.5   784   811   934   961   929   966 0.75 -
h1tg000003l:16585143-16586359 -            179 18801at33090         -            816   3.2e-63  211.6   6.5   1   1   6.5e-64   7.8e-61  203.7   6.5    92   269     1   169     1   177 0.92 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/18801at33090.hmm
# Target file:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap1.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap1.p_ctg.fa.modified.fas
# Option settings: hmmsearch --domtblout /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap1.p_ctg.fa.busco/run_viridiplantae_odb10/hmmer_output/initial_run_results/18801at33090.out --cpu 1 /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/18801at33090.hmm /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap1.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap1.p_ctg.fa.modified.fas 
# Current dir:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning
# Date:            Thu Apr 18 11:10:10 2024
# [ok]
