#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h1tg000022l:3998540-4003481   -            150 223902at33090        -            107   2.4e-51  169.9   1.1   1   1   2.1e-53     3e-51  169.6   1.1     1   107    29   138    29   138 0.97 -
h1tg000022l:3592995-3593258   -             88 223902at33090        -            107   1.4e-18   64.6   0.1   1   1   1.1e-20   1.6e-18   64.4   0.1     6    85     1    78     1    83 0.92 -
h1tg000031l:23467384-23467653 -             90 223902at33090        -            107   4.1e-18   63.0   0.0   1   1   3.2e-20   4.7e-18   62.9   0.0     3    86     2    82     1    88 0.88 -
h1tg000056l:864146-864507     -            114 223902at33090        -            107   4.1e-16   56.6   0.0   1   1   6.7e-18   9.8e-16   55.4   0.0     3    92    19   104    17   107 0.84 -
h1tg000047l:3086459-3086770   -            104 223902at33090        -            107   2.1e-13   47.9   0.0   1   1   1.6e-15   2.3e-13   47.8   0.0     5    89     3    85     1   100 0.93 -
h1tg000010l:24376059-24376379 -            107 223902at33090        -            107   4.5e-13   46.8   0.1   1   1   3.2e-15   4.7e-13   46.8   0.1     3    89     3    87     1   104 0.91 -
h1tg000045l:4720122-4721025   -             71 223902at33090        -            107   1.3e-12   45.3   0.4   1   2   1.5e-11   2.2e-09   35.0   0.2    18    47     5    34     1    36 0.86 -
h1tg000045l:4720122-4721025   -             71 223902at33090        -            107   1.3e-12   45.3   0.4   2   2   0.00068     0.098   10.4   0.0    71    92    35    56    31    71 0.82 -
h1tg000036l:1976599-1987136   -            144 223902at33090        -            107   2.5e-12   44.5   0.0   1   1   2.1e-14   3.1e-12   44.2   0.0     3    93    43   131    41   142 0.91 -
h1tg000003l:30086881-30087628 -             46 223902at33090        -            107     6e-11   40.0   0.4   1   1   3.3e-12   4.7e-10   37.1   0.4    31    84     1    45     1    46 0.93 -
h1tg000010l:35085974-35087376 -             65 223902at33090        -            107   1.8e-10   38.5   0.4   1   1   4.5e-10   6.5e-08   30.2   0.4    25    53     1    29     1    65 0.85 -
h1tg000025l:1998223-2000423   -             71 223902at33090        -            107   5.8e-10   36.8   0.2   1   1   2.6e-11   3.7e-09   34.2   0.2    25   101     1    67     1    71 0.88 -
h1tg000045l:6351959-6352207   -             83 223902at33090        -            107   5.6e-09   33.7   0.0   1   1   4.7e-11   6.8e-09   33.4   0.0    24    88     4    66     2    77 0.92 -
h1tg000031l:7042313-7059018   -            184 223902at33090        -            107   8.3e-09   33.1   0.0   1   1   7.3e-11   1.1e-08   32.8   0.0     3    81    78   155    76   170 0.88 -
h1tg000032l:835196-835516     -            107 223902at33090        -            107   1.5e-08   32.3   0.0   1   1     1e-10   1.5e-08   32.3   0.0    13    82    13    83     1   107 0.77 -
h1tg000029l:5504342-5504641   -            100 223902at33090        -            107   2.9e-08   31.4   0.0   1   1     2e-10     3e-08   31.3   0.0    12   100     5    91     1    98 0.82 -
h1tg000038l:7719968-7720216   -             83 223902at33090        -            107     7e-08   30.1   0.1   1   1   6.1e-10   8.9e-08   29.8   0.1    20    90    14    81     2    82 0.87 -
h1tg000010l:36321210-36322103 -            298 223902at33090        -            107   2.1e-07   28.6   0.3   1   2   1.8e-06   0.00026   18.7   0.1     9    87    78   156    69   162 0.88 -
h1tg000010l:36321210-36322103 -            298 223902at33090        -            107   2.1e-07   28.6   0.3   2   2    0.0035      0.51    8.1   0.0    16    91   200   276   182   282 0.80 -
h1tg000025l:9404579-9407748   -            264 223902at33090        -            107   2.2e-06   25.3   0.0   1   1   2.5e-08   3.7e-06   24.6   0.0    11    82   132   202   124   228 0.84 -
h1tg000010l:35090395-35090646 -             84 223902at33090        -            107   5.1e-06   24.2   0.0   1   1   3.5e-08   5.2e-06   24.1   0.0    52    92    13    56     1    71 0.78 -
h1tg000032l:5364771-5371040   -            490 223902at33090        -            107   2.8e-05   21.8   0.1   1   3   4.1e-05     0.006   14.3   0.1    12    90    12    87     2   102 0.83 -
h1tg000032l:5364771-5371040   -            490 223902at33090        -            107   2.8e-05   21.8   0.1   2   3       4.2   6.1e+02   -1.8   0.0    50    80   322   356   316   361 0.72 -
h1tg000032l:5364771-5371040   -            490 223902at33090        -            107   2.8e-05   21.8   0.1   3   3      0.12        17    3.2   0.0    51    86   430   467   421   472 0.85 -
h1tg000036l:1674690-1674938   -             83 223902at33090        -            107   0.00015   19.5   0.0   1   1   1.2e-06   0.00017   19.3   0.0     3    42    41    80    39    83 0.88 -
h1tg000030l:4978927-4979100   -             58 223902at33090        -            107   0.00018   19.2   0.0   1   1   1.3e-06   0.00019   19.1   0.0    23    56     2    35     1    46 0.90 -
h1tg000010l:26588461-26588577 -             39 223902at33090        -            107   0.00031   18.4   0.0   1   1   2.2e-06   0.00031   18.4   0.0    23    50     2    29     1    38 0.88 -
h1tg000002l:5223479-5223595   -             39 223902at33090        -            107    0.0026   15.5   0.0   1   1   1.8e-05    0.0026   15.4   0.0    23    49     2    28     1    38 0.86 -
h1tg000033l:1594757-1595128   -            124 223902at33090        -            107     0.024   12.4   0.0   1   2    0.0015      0.22    9.2   0.0    23    60     4    41     1    55 0.80 -
h1tg000033l:1594757-1595128   -            124 223902at33090        -            107     0.024   12.4   0.0   2   2      0.46        67    1.3   0.0    58    88    63    93    46   111 0.70 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
