#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h1tg000025l:9404579-9407748   -            264 210551at33090        -            194   1.9e-96  319.0   0.0   1   1   1.5e-98   2.5e-96  318.7   0.0    12   194    74   262    59   262 0.95 -
h1tg000010l:24376059-24376379 -            107 210551at33090        -            194   1.1e-12   45.8   0.1   1   1   7.7e-15   1.3e-12   45.5   0.1    70   158    15   103     4   106 0.88 -
h1tg000029l:5504342-5504641   -            100 210551at33090        -            194   7.4e-12   43.0   0.1   1   1   4.9e-14   8.2e-12   42.9   0.1    71   158     9    96     3   100 0.78 -
h1tg000045l:6351959-6352207   -             83 210551at33090        -            194   2.2e-10   38.3   0.0   1   1   1.4e-12   2.4e-10   38.1   0.0    76   157     1    82     1    83 0.87 -
h1tg000022l:3592995-3593258   -             88 210551at33090        -            194   4.3e-10   37.3   0.2   1   1   2.9e-12   4.9e-10   37.1   0.2    68   134     7    75     2    82 0.81 -
h1tg000031l:23467384-23467653 -             90 210551at33090        -            194   7.5e-10   36.5   0.0   1   1   5.1e-12   8.4e-10   36.3   0.0    77   134    20    78     5    86 0.85 -
h1tg000047l:3086459-3086770   -            104 210551at33090        -            194     8e-10   36.4   0.0   1   1     6e-12   9.9e-10   36.1   0.0    71   158    14   101     4   103 0.79 -
h1tg000036l:1976599-1987136   -            144 210551at33090        -            194   1.5e-07   29.0   0.0   1   1   1.1e-09   1.8e-07   28.7   0.0    68   140    53   125    43   144 0.82 -
h1tg000010l:28285187-28285606 -            140 210551at33090        -            194     3e-07   28.0   0.0   1   1   2.2e-09   3.6e-07   27.7   0.0    65   120    81   140    52   140 0.82 -
h1tg000031l:7042313-7059018   -            184 210551at33090        -            194   9.3e-07   26.4   0.0   1   1   8.7e-09   1.4e-06   25.8   0.0    75   155    96   178    75   182 0.79 -
h1tg000032l:5364771-5371040   -            490 210551at33090        -            194   1.9e-06   25.4   0.0   1   1   1.7e-08   2.9e-06   24.8   0.0    61   144     7    88     1   115 0.85 -
h1tg000038l:7719968-7720216   -             83 210551at33090        -            194   3.5e-06   24.5   0.0   1   1   2.3e-08   3.8e-06   24.4   0.0    68   145     7    83     2    83 0.87 -
h1tg000056l:864146-864507     -            114 210551at33090        -            194   5.4e-06   23.9   0.0   1   1   3.9e-08   6.5e-06   23.6   0.0    77   140    37    99    19   106 0.77 -
h1tg000010l:35085974-35087376 -             65 210551at33090        -            194     2e-05   22.1   0.2   1   1     5e-06   0.00083   16.8   0.2    80   100     1    21     1    53 0.71 -
h1tg000033l:1594757-1595128   -            124 210551at33090        -            194   2.5e-05   21.7   0.1   1   3    0.0006       0.1   10.0   0.0    81   102     7    28     2    62 0.77 -
h1tg000033l:1594757-1595128   -            124 210551at33090        -            194   2.5e-05   21.7   0.1   2   3     0.001      0.17    9.3   0.0   122   140    75    93    65   105 0.87 -
h1tg000033l:1594757-1595128   -            124 210551at33090        -            194   2.5e-05   21.7   0.1   3   3       1.7   2.8e+02   -1.2   0.0   120   129   102   111    93   115 0.84 -
h1tg000010l:26588461-26588577 -             39 210551at33090        -            194   5.9e-05   20.5   0.1   1   1   3.6e-07   5.9e-05   20.5   0.1    78   112     2    36     1    39 0.95 -
h1tg000025l:1998223-2000423   -             71 210551at33090        -            194   0.00023   18.6   0.4   1   1   3.8e-06   0.00062   17.2   0.4    80   139     1    53     1    62 0.77 -
h1tg000030l:4978927-4979100   -             58 210551at33090        -            194   0.00041   17.8   0.2   1   1   2.5e-06   0.00041   17.8   0.2    78   113     2    39     1    58 0.84 -
h1tg000045l:4720122-4721025   -             71 210551at33090        -            194     0.001   16.5   0.0   1   1   6.4e-06    0.0011   16.4   0.0    77    97     9    29     1    45 0.85 -
h1tg000002l:5223479-5223595   -             39 210551at33090        -            194    0.0011   16.4   0.0   1   1   6.7e-06    0.0011   16.4   0.0    78   112     2    38     1    39 0.81 -
h1tg000036l:1674690-1674938   -             83 210551at33090        -            194    0.0032   14.9   0.0   1   1   2.3e-05    0.0038   14.6   0.0    68    92    51    75    39    82 0.84 -
h1tg000032l:835196-835516     -            107 210551at33090        -            194     0.025   12.0   0.0   1   1   0.00015     0.025   12.0   0.0    69    98    13    43     1    82 0.83 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/210551at33090.hmm
