#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h1tg000002l:4202302-4208792   -            606 65263at33090         -            340  8.4e-141  466.5   0.5   1   2   4.1e-85   7.8e-83  275.9   0.0     1   213    89   342    89   351 0.85 -
h1tg000002l:4202302-4208792   -            606 65263at33090         -            340  8.4e-141  466.5   0.5   2   2   2.2e-58   4.2e-56  188.0   0.1   210   340   373   526   368   526 0.88 -
h1tg000014l:12424185-12472035 -            635 65263at33090         -            340     1e-07   28.9   0.5   1   3    0.0018      0.35    7.4   0.0     1    31   166   196   166   205 0.92 -
h1tg000014l:12424185-12472035 -            635 65263at33090         -            340     1e-07   28.9   0.5   2   3   5.3e-05      0.01   12.5   0.0    31    64   257   290   246   299 0.90 -
h1tg000014l:12424185-12472035 -            635 65263at33090         -            340     1e-07   28.9   0.5   3   3    0.0077       1.5    5.4   0.0   187   221   415   446   381   472 0.82 -
h1tg000006l:12473121-12569910 -            906 65263at33090         -            340   5.1e-07   26.6   0.1   1   3    0.0026       0.5    6.9   0.0     1    31   204   234   204   252 0.93 -
h1tg000006l:12473121-12569910 -            906 65263at33090         -            340   5.1e-07   26.6   0.1   2   3   1.7e-05    0.0033   14.1   0.0    31    64   319   352   316   357 0.92 -
h1tg000006l:12473121-12569910 -            906 65263at33090         -            340   5.1e-07   26.6   0.1   3   3      0.13        25    1.4   0.0   188   212   493   517   464   525 0.80 -
h1tg000022l:12480082-12523730 -            950 65263at33090         -            340   5.9e-07   26.4   0.1   1   3    0.0032      0.61    6.6   0.0     1    31   204   234   204   252 0.93 -
h1tg000022l:12480082-12523730 -            950 65263at33090         -            340   5.9e-07   26.4   0.1   2   3   5.4e-05      0.01   12.4   0.0    31    64   319   352   316   358 0.92 -
h1tg000022l:12480082-12523730 -            950 65263at33090         -            340   5.9e-07   26.4   0.1   3   3     0.036       6.9    3.2   0.0   188   212   496   520   463   529 0.84 -
h1tg000006l:12724883-12796221 -            920 65263at33090         -            340   7.9e-06   22.7   0.3   1   3    0.0081       1.6    5.3   0.0     1    31   204   234   204   252 0.92 -
h1tg000006l:12724883-12796221 -            920 65263at33090         -            340   7.9e-06   22.7   0.3   2   3   5.2e-05      0.01   12.5   0.0    31    64   319   352   316   358 0.92 -
h1tg000006l:12724883-12796221 -            920 65263at33090         -            340   7.9e-06   22.7   0.3   3   3       0.2        38    0.7   0.0   172   212   454   503   441   510 0.66 -
h1tg000029l:14294610-14329099 -            406 65263at33090         -            340   5.8e-05   19.9   0.1   1   2    0.0099       1.9    5.0   0.0     1    31   143   172   143   185 0.83 -
h1tg000029l:14294610-14329099 -            406 65263at33090         -            340   5.8e-05   19.9   0.1   2   2   4.6e-05    0.0089   12.7   0.0    31    64   257   290   246   302 0.92 -
h1tg000022l:13928739-13960260 -            386 65263at33090         -            340   8.1e-05   19.4   0.0   1   2   3.5e-05    0.0068   13.1   0.0    33    64     3    34     1    39 0.93 -
h1tg000022l:13928739-13960260 -            386 65263at33090         -            340   8.1e-05   19.4   0.0   2   2     0.019       3.7    4.0   0.0   188   212   121   145   112   153 0.85 -
h1tg000002l:13243560-13280636 -            685 65263at33090         -            340   0.00032   17.4   0.0   1   2      0.11        21    1.6   0.0     1    25   204   228   204   233 0.81 -
