#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h1tg000029l:2377232-2381182   -            363 92418at33090         -            293  5.5e-121  401.0   5.0   1   2   5.1e-70   2.3e-67  225.0   0.3     1   152    76   222    76   225 0.91 -
h1tg000029l:2377232-2381182   -            363 92418at33090         -            293  5.5e-121  401.0   5.0   2   2   5.3e-56   2.4e-53  179.0   0.9   175   293   223   360   218   360 0.89 -
h1tg000020l:1884713-1886080   -            456 92418at33090         -            293   1.9e-07   28.4   0.0   1   1   1.2e-09   5.7e-07   26.8   0.0     5   233   121   381   117   401 0.71 -
h1tg000006l:15534433-15537058 -            259 92418at33090         -            293   2.5e-05   21.4   0.0   1   1   9.5e-08   4.3e-05   20.6   0.0     5    80     4    86     1   115 0.81 -
h1tg000007l:13991217-14007060 -            289 92418at33090         -            293   5.3e-05   20.3   0.1   1   1   3.1e-07   0.00014   18.9   0.1     6    79     2    82     1   248 0.79 -
h1tg000029l:3442621-3469000   -            302 92418at33090         -            293   9.6e-05   19.5   0.0   1   1   3.4e-07   0.00016   18.8   0.0     6    83     3    86     1   127 0.77 -
h1tg000049l:689870-691152     -            259 92418at33090         -            293   0.00014   18.9   0.0   1   1   4.7e-07   0.00021   18.3   0.0     5    80     4    86     1   115 0.80 -
h1tg000010l:27044571-27047067 -            292 92418at33090         -            293    0.0014   15.6   0.0   1   1     5e-06    0.0023   15.0   0.0     6    78     2    81     1   100 0.82 -
h1tg000029l:630835-638017     -            357 92418at33090         -            293    0.0016   15.4   0.0   1   1   5.1e-06    0.0023   14.9   0.0     9    46    56    92    46   125 0.81 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/92418at33090.hmm
# Target file:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap1.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap1.p_ctg.fa.modified.fas
# Option settings: hmmsearch --domtblout /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap1.p_ctg.fa.busco/run_viridiplantae_odb10/hmmer_output/initial_run_results/92418at33090.out --cpu 1 /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/92418at33090.hmm /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap1.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap1.p_ctg.fa.modified.fas 
# Current dir:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning
# Date:            Thu Apr 18 11:10:23 2024
# [ok]
