#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h1tg000047l:6735888-6743100   -            345 136267at33090        -            253   1.2e-99  330.1  12.8   1   1  1.2e-100   7.3e-98  324.3  12.8     1   253    40   341    40   341 0.87 -
h1tg000020l:1058242-1058520   -             93 136267at33090        -            253    0.0092   12.7   0.3   1   1   1.8e-05     0.011   12.5   0.3    41   107    21    86    11    90 0.89 -
h1tg000010l:25099538-25100668 -            377 136267at33090        -            253     0.022   11.4   0.1   1   1   5.6e-05     0.034   10.8   0.1    41   109   286   353   281   367 0.86 -
h1tg000019l:13246232-13248019 -            596 136267at33090        -            253     0.028   11.1   1.2   1   1   7.8e-05     0.047   10.4   1.2    41   107   503   568   499   579 0.88 -
h1tg000003l:1789628-1790899   -            424 136267at33090        -            253     0.039   10.6   0.8   1   1   0.00011     0.066    9.9   0.8    41   107   332   397   328   408 0.88 -
h1tg000002l:25289513-25297007 -            643 136267at33090        -            253      0.84    6.3  10.0   1   3    0.0083         5    3.7   0.4    76   109   147   180   142   192 0.85 -
h1tg000002l:25289513-25297007 -            643 136267at33090        -            253      0.84    6.3  10.0   2   3     0.008       4.8    3.8   0.8    72   109   196   233   184   255 0.83 -
h1tg000002l:25289513-25297007 -            643 136267at33090        -            253      0.84    6.3  10.0   3   3     0.012       7.4    3.2   0.1    76   110   277   311   251   323 0.71 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/136267at33090.hmm
# Target file:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap1.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap1.p_ctg.fa.modified.fas
# Option settings: hmmsearch --domtblout /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap1.p_ctg.fa.busco/run_viridiplantae_odb10/hmmer_output/initial_run_results/136267at33090.out --cpu 1 /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/136267at33090.hmm /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap1.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap1.p_ctg.fa.modified.fas 
# Current dir:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning
# Date:            Thu Apr 18 11:10:21 2024
# [ok]
