#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h1tg000038l:3193840-3216698   -            990 75785at33090         -            324  3.4e-131  435.1  10.0   1   4   4.2e-07   0.00031   17.8   1.0     1    18    14    31    14    53 0.82 -
h1tg000038l:3193840-3216698   -            990 75785at33090         -            324  3.4e-131  435.1  10.0   2   4    0.0056       4.1    4.3   0.0    16    39   144   167   139   179 0.82 -
h1tg000038l:3193840-3216698   -            990 75785at33090         -            324  3.4e-131  435.1  10.0   3   4  3.1e-121  2.2e-118  392.9   0.1    50   277   588   825   564   844 0.90 -
h1tg000038l:3193840-3216698   -            990 75785at33090         -            324  3.4e-131  435.1  10.0   4   4   5.3e-08   3.9e-05   20.8   0.4   258   324   882   974   862   974 0.67 -
h1tg000031l:18969930-18975549 -            126 75785at33090         -            324    0.0062   13.5   0.0   1   2   5.4e-05     0.039   10.9   0.0    68    90    29    51    12    57 0.85 -
h1tg000031l:18969930-18975549 -            126 75785at33090         -            324    0.0062   13.5   0.0   2   2      0.07        51    0.7   0.0    46    72    69    95    52   110 0.77 -
h1tg000026l:1902253-1907829   -            128 75785at33090         -            324    0.0075   13.3   0.0   1   2   5.1e-05     0.037   11.0   0.0    73    90    36    53    12    59 0.89 -
h1tg000026l:1902253-1907829   -            128 75785at33090         -            324    0.0075   13.3   0.0   2   2      0.11        79    0.1   0.0    48    72    73    97    56   101 0.76 -
h1tg000029l:1239601-1242093   -            831 75785at33090         -            324     0.011   12.7   0.1   1   1   3.3e-05     0.024   11.6   0.1    41    94   136   189   125   194 0.86 -
h1tg000033l:7901614-7901968   -             74 75785at33090         -            324     0.029   11.4   0.0   1   1   4.2e-05     0.031   11.3   0.0    59    91    21    53     7    60 0.81 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/75785at33090.hmm
# Target file:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap1.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap1.p_ctg.fa.modified.fas
# Option settings: hmmsearch --domtblout /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap1.p_ctg.fa.busco/run_viridiplantae_odb10/hmmer_output/initial_run_results/75785at33090.out --cpu 1 /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/75785at33090.hmm /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap1.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap1.p_ctg.fa.modified.fas 
# Current dir:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning
# Date:            Thu Apr 18 11:10:20 2024
# [ok]
