#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h1tg000010l:13157436-13160394 -            212 196248at33090        -            123   5.5e-55  182.4   1.6   1   1   1.9e-57   9.6e-55  181.6   1.6     1   123    77   212    77   212 0.91 -
h1tg000024l:7289588-7290673   -            362 196248at33090        -            123   8.6e-08   29.9   0.1   1   4     0.076        39    2.0   0.0    43    73    51    82    43    84 0.82 -
h1tg000024l:7289588-7290673   -            362 196248at33090        -            123   8.6e-08   29.9   0.1   2   4   1.5e-06   0.00081   17.1   0.0    37   102    81   147    76   152 0.92 -
h1tg000024l:7289588-7290673   -            362 196248at33090        -            123   8.6e-08   29.9   0.1   3   4      0.65   3.4e+02   -1.0   0.0    37    80   153   196   147   217 0.77 -
h1tg000024l:7289588-7290673   -            362 196248at33090        -            123   8.6e-08   29.9   0.1   4   4     0.002         1    7.1   0.0    41   107   226   289   190   299 0.77 -
h1tg000040l:6368251-6368589   -            113 196248at33090        -            123   5.6e-07   27.3   0.0   1   1   1.5e-09     8e-07   26.8   0.0    12    69     4    70     1    89 0.77 -
h1tg000024l:2277233-2277436   -             68 196248at33090        -            123   1.1e-06   26.4   0.0   1   1   2.4e-09   1.3e-06   26.2   0.0    44   106     2    65     1    68 0.91 -
h1tg000024l:7285826-7286896   -            357 196248at33090        -            123   0.00011   19.9   0.0   1   3   0.00048      0.25    9.1   0.0    44   107    47   111    39   113 0.90 -
h1tg000024l:7285826-7286896   -            357 196248at33090        -            123   0.00011   19.9   0.0   2   3   3.8e-05      0.02   12.6   0.0    38   102    77   142    71   149 0.91 -
h1tg000024l:7285826-7286896   -            357 196248at33090        -            123   0.00011   19.9   0.0   3   3     0.037        19    3.0   0.0    45   104   226   281   184   292 0.74 -
h1tg000020l:1676121-1677152   -            344 196248at33090        -            123   0.00015   19.5   0.0   1   2    0.0051       2.7    5.8   0.0    47   102    54   109    28   116 0.73 -
h1tg000020l:1676121-1677152   -            344 196248at33090        -            123   0.00015   19.5   0.0   2   2   0.00014     0.073   10.8   0.0    38   100   116   179   110   183 0.83 -
h1tg000031l:11284597-11285583 -            329 196248at33090        -            123    0.0006   17.5   0.1   1   4    0.0092       4.8    4.9   0.0    49   103    41    95    25   101 0.80 -
h1tg000031l:11284597-11285583 -            329 196248at33090        -            123    0.0006   17.5   0.1   2   4   0.00083      0.43    8.3   0.0    39    96    66   124    54   127 0.90 -
h1tg000031l:11284597-11285583 -            329 196248at33090        -            123    0.0006   17.5   0.1   3   4   0.00082      0.43    8.3   0.0    37   107   100   172    95   177 0.82 -
h1tg000031l:11284597-11285583 -            329 196248at33090        -            123    0.0006   17.5   0.1   4   4      0.46   2.4e+02   -0.6   0.0    33    73   237   275   205   285 0.57 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/196248at33090.hmm
# Target file:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap1.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap1.p_ctg.fa.modified.fas
# Option settings: hmmsearch --domtblout /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap1.p_ctg.fa.busco/run_viridiplantae_odb10/hmmer_output/initial_run_results/196248at33090.out --cpu 1 /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/196248at33090.hmm /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap1.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap1.p_ctg.fa.modified.fas 
# Current dir:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning
# Date:            Thu Apr 18 11:10:13 2024
# [ok]
