#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h1tg000010l:15153233-15158712 -            343 122422at33090        -            250  1.4e-114  379.1   0.1   1   1    6e-117  1.7e-114  378.8   0.1     4   250    34   314    28   314 0.91 -
h1tg000026l:187844-203800     -            167 122422at33090        -            250   5.5e-18   62.6   0.2   1   1   2.8e-20   7.9e-18   62.1   0.2    32   158     1   135     1   145 0.84 -
h1tg000022l:17027043-17028230 -            167 122422at33090        -            250   6.3e-18   62.4   0.0   1   2   1.7e-19   4.6e-17   59.6   0.0    32   151     1   125     1   133 0.87 -
h1tg000022l:17027043-17028230 -            167 122422at33090        -            250   6.3e-18   62.4   0.0   2   2      0.13        36    1.0   0.0   214   245   134   164   128   167 0.83 -
h1tg000023l:181222-201600     -            172 122422at33090        -            250   2.1e-16   57.5   0.0   1   2   5.3e-18   1.5e-15   54.7   0.0    31   152     2   131     1   142 0.84 -
h1tg000023l:181222-201600     -            172 122422at33090        -            250   2.1e-16   57.5   0.0   2   2     0.008       2.2    5.0   0.0   203   242   128   166   127   171 0.87 -
h1tg000026l:3059038-3059505   -            156 122422at33090        -            250   7.3e-10   36.0   0.3   1   1   4.3e-12   1.2e-09   35.3   0.3    26   148     2   128     1   150 0.75 -
h1tg000023l:208633-208953     -            107 122422at33090        -            250   1.2e-09   35.3   0.0   1   1   5.4e-12   1.5e-09   35.0   0.0    29   100    22    96    15   105 0.75 -
h1tg000037l:5834032-5834448   -            139 122422at33090        -            250   6.5e-09   32.9   0.0   1   1   2.6e-11   7.3e-09   32.8   0.0    26   117     2    93     1   116 0.84 -
h1tg000026l:170455-170775     -            107 122422at33090        -            250     1e-08   32.3   0.0   1   1   4.2e-11   1.2e-08   32.1   0.0    38   114     1    81     1    86 0.87 -
h1tg000006l:3321750-3323469   -            114 122422at33090        -            250   1.3e-08   32.0   0.0   1   1   5.2e-11   1.5e-08   31.8   0.0    32   100     1    70     1    86 0.87 -
h1tg000037l:5840909-5841277   -            123 122422at33090        -            250     1e-07   29.0   0.1   1   1   3.9e-10   1.1e-07   28.9   0.1    32   112     1    83     1   112 0.91 -
h1tg000031l:4021682-4022050   -            123 122422at33090        -            250   1.5e-05   21.9   0.1   1   1   7.4e-08   2.1e-05   21.4   0.1    33   112     1    82     1   112 0.83 -
h1tg000007l:14712318-14712608 -             97 122422at33090        -            250   3.8e-05   20.6   0.2   1   1   2.3e-07   6.4e-05   19.8   0.2    32   112     2    97     1    97 0.70 -
h1tg000021l:5316494-5378230   -            649 122422at33090        -            250   0.00019   18.3   1.2   1   2   7.4e-06    0.0021   14.9   0.8    29    74     6    51     4   126 0.88 -
h1tg000021l:5316494-5378230   -            649 122422at33090        -            250   0.00019   18.3   1.2   2   2      0.25        70    0.1   0.0    24    54   111   141    90   151 0.81 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/122422at33090.hmm
# Target file:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap1.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap1.p_ctg.fa.modified.fas
# Option settings: hmmsearch --domtblout /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap1.p_ctg.fa.busco/run_viridiplantae_odb10/hmmer_output/initial_run_results/122422at33090.out --cpu 1 /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/122422at33090.hmm /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap1.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap1.p_ctg.fa.modified.fas 
# Current dir:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning
# Date:            Thu Apr 18 11:10:08 2024
# [ok]
