673	1175403+777	0	238	1	130637at33090_3055_0:000e96|h1tg000027l|+|94|2.463e-21|1|1175403|1176179|1175403[1175403]:1176179[1176179]:777[777]
673	3501998-654	0	2841	-1	43683at33090_429701_0:0008b3|h1tg000027l|-|73|5.165e-15|1|3501345|3501998|3501998[3501998]:3501345[3501345]:654[654]
673	271639-68956	0	3243	-1	116623at33090_3880_0:007259|h1tg000027l|-|436|2.749e-124|2|202684|271639|271639[271639]:270812[270812]:828[828]|204027[204027]:202684[202684]:1344[1344]
673	4617473-1212	0	4601	-1	87734at33090_1157962_0:000062|h1tg000027l|-|246|4.314e-67|1|4616262|4617473|4617473[4617473]:4616262[4616262]:1212[1212]
673	1104285+414	0	6332	1	115240at33090_4565_0:0099f3|h1tg000027l|+|92|9.852e-21|1|1104285|1104698|1104285[1104285]:1104698[1104698]:414[414]
673	3680991-465	0	6332	-1	115240at33090_4565_0:0099f3|h1tg000027l|-|89|7.881e-20|1|3680527|3680991|3680991[3680991]:3680527[3680527]:465[465]
673	1531506+2238	0	7327	1	22109at33090_4577_0:0035b2|h1tg000027l|+|454|1.049e-129|1|1531506|1533743|1531506[1531506]:1533743[1533743]:2238[2238]
673	3777072-2229	0	7327	-1	22109at33090_4577_0:0035b2|h1tg000027l|-|471|8.001e-135|1|3774844|3777072|3777072[3777072]:3774844[3774844]:2229[2229]
673	674301+549	0	10533	1	31155at33090_4565_0:003151|h1tg000027l|+|121|1.835e-29|1|674301|674849|674301[674301]:674849[674849]:549[549]
673	4327370-915	0	10533	-1	31155at33090_4565_0:003151|h1tg000027l|-|190|3.109e-50|1|4326456|4327370|4327370[4327370]:4326456[4326456]:915[915]
673	3960024+447	0	10991	1	115240at33090_4565_0:00ba34|h1tg000027l|+|90|3.941e-20|1|3960024|3960470|3960024[3960024]:3960470[3960470]:447[447]
673	3670267-447	0	10991	-1	115240at33090_4565_0:00ba34|h1tg000027l|-|87|3.153e-19|1|3669821|3670267|3670267[3670267]:3669821[3669821]:447[447]
673	2636325+279	0	11828	1	203818at33090_3981_0:002360|h1tg000027l|+|45|1.387e-06|1|2636325|2636603|2636325[2636325]:2636603[2636603]:279[279]
673	253894-432	0	12662	-1	130637at33090_33119_0:006615|h1tg000027l|-|48|1.733e-07|1|253463|253894|253894[253894]:253463[253463]:432[432]
673	2151874+753	0	12733	1	139450at33090_101020_0:0015b4|h1tg000027l|+|47|3.466e-07|1|2151874|2152626|2151874[2151874]:2152626[2152626]:753[753]
