#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h2tg000005l:13451694-13527018 -            796 160680at33090        -            549  1.6e-243  806.8  26.3   1   4  6.3e-238  3.2e-235  779.4  15.4     1   475    22   546    22   560 0.92 -
h2tg000005l:13451694-13527018 -            796 160680at33090        -            549  1.6e-243  806.8  26.3   2   4   1.9e-05    0.0099   12.0   0.1   465   502   589   626   562   643 0.78 -
h2tg000005l:13451694-13527018 -            796 160680at33090        -            549  1.6e-243  806.8  26.3   3   4   2.7e-07   0.00014   18.1   0.4   488   518   656   690   634   699 0.85 -
h2tg000005l:13451694-13527018 -            796 160680at33090        -            549  1.6e-243  806.8  26.3   4   4     0.021        11    2.0   0.0   523   547   755   779   747   781 0.78 -
h2tg000017l:22560349-22560817 -             85 160680at33090        -            549   2.5e-31  106.4   0.3   1   1   5.2e-34   2.7e-31  106.3   0.3   230   297     2    71     1    84 0.93 -
h2tg000007l:8162542-8165574   -            170 160680at33090        -            549   2.9e-11   40.2   0.5   1   2   4.8e-09   2.4e-06   23.9   0.5     4    75    22   102    19   107 0.75 -
h2tg000007l:8162542-8165574   -            170 160680at33090        -            549   2.9e-11   40.2   0.5   2   2   1.5e-06   0.00076   15.7   0.0   374   427   104   159    97   170 0.77 -
h2tg000031l:1109991-1114615   -            651 160680at33090        -            549   8.8e-08   28.7  10.7   1   5   1.6e-05     0.008   12.3   0.1   307   415   154   264   142   266 0.74 -
h2tg000031l:1109991-1114615   -            651 160680at33090        -            549   8.8e-08   28.7  10.7   2   5   1.1e-05    0.0057   12.8   0.1   346   418   263   335   255   345 0.81 -
h2tg000031l:1109991-1114615   -            651 160680at33090        -            549   8.8e-08   28.7  10.7   3   5    0.0037       1.9    4.5   0.2   374   415   326   366   320   402 0.81 -
h2tg000031l:1109991-1114615   -            651 160680at33090        -            549   8.8e-08   28.7  10.7   4   5    0.0035       1.8    4.5   0.2   383   425   403   444   384   456 0.85 -
h2tg000031l:1109991-1114615   -            651 160680at33090        -            549   8.8e-08   28.7  10.7   5   5   0.00087      0.45    6.6   0.7   244   309   426   494   415   520 0.67 -
h2tg000002l:17188444-17216347 -            157 160680at33090        -            549   1.2e-06   24.9   1.2   1   1   3.4e-09   1.7e-06   24.4   1.2     7   151    12   153     9   156 0.72 -
h2tg000006l:12763021-12763320 -            100 160680at33090        -            549    0.0027   13.9   0.1   1   1   6.2e-06    0.0032   13.6   0.1   226   299    17    92    10    97 0.87 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/160680at33090.hmm
# Target file:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap2.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap2.p_ctg.fa.modified.fas
# Option settings: hmmsearch --domtblout /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap2.p_ctg.fa.busco/run_viridiplantae_odb10/hmmer_output/initial_run_results/160680at33090.out --cpu 1 /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/160680at33090.hmm /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap2.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap2.p_ctg.fa.modified.fas 
# Current dir:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning
# Date:            Thu Apr 18 11:36:19 2024
# [ok]
