#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h2tg000008l:16531479-16553943 -            773 36284at33090         -            608         0 1095.5   1.6   1   3   3.9e-39     3e-36  122.4   0.0     1    63    20    85    20    88 0.96 -
h2tg000008l:16531479-16553943 -            773 36284at33090         -            608         0 1095.5   1.6   2   3  1.6e-244  1.2e-241  800.8   0.0    61   500   106   582   100   588 0.95 -
h2tg000008l:16531479-16553943 -            773 36284at33090         -            608         0 1095.5   1.6   3   3   1.6e-53   1.2e-50  169.9   0.3   500   608   640   751   631   751 0.95 -
h2tg000011l:2597953-2599494   -            132 36284at33090         -            608     2e-21   73.4   0.0   1   2   9.1e-15     7e-12   41.9   0.0     2    63     1    65     1    77 0.88 -
h2tg000011l:2597953-2599494   -            132 36284at33090         -            608     2e-21   73.4   0.0   2   2   3.4e-11   2.6e-08   30.1   0.0    77   109   100   132    80   132 0.82 -
h2tg000001l:20731854-20812062 -            505 36284at33090         -            608   6.3e-10   35.4   0.0   1   2   2.5e-08   1.9e-05   20.6   0.0    16    60    31    75    22    78 0.92 -
h2tg000001l:20731854-20812062 -            505 36284at33090         -            608   6.3e-10   35.4   0.0   2   2   9.2e-06    0.0071   12.1   0.0    79   165   121   205    99   210 0.79 -
h2tg000004l:12728019-12741346 -            575 36284at33090         -            608   1.3e-09   34.3   0.4   1   3   1.2e-09     9e-07   25.0   0.0    12    60    34    82    24    88 0.91 -
h2tg000004l:12728019-12741346 -            575 36284at33090         -            608   1.3e-09   34.3   0.4   2   3   0.00053      0.41    6.3   0.0    62   166   108   212   103   220 0.81 -
h2tg000004l:12728019-12741346 -            575 36284at33090         -            608   1.3e-09   34.3   0.4   3   3      0.16   1.2e+02   -1.8   0.2   256   307   497   548   487   557 0.59 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/36284at33090.hmm
# Target file:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap2.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap2.p_ctg.fa.modified.fas
# Option settings: hmmsearch --domtblout /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap2.p_ctg.fa.busco/run_viridiplantae_odb10/hmmer_output/initial_run_results/36284at33090.out --cpu 1 /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/36284at33090.hmm /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap2.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap2.p_ctg.fa.modified.fas 
# Current dir:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning
# Date:            Thu Apr 18 11:36:25 2024
# [ok]
