#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h2tg000001l:26716150-26723973 -            486 187462at33090        -            351  5.5e-160  529.8  36.1   1   4  8.8e-127  1.6e-124  413.1   5.2     1   251     1   277     1   286 0.87 -
h2tg000001l:26716150-26723973 -            486 187462at33090        -            351  5.5e-160  529.8  36.1   2   4   4.9e-08   8.9e-06   22.6   1.3   225   259   288   322   281   338 0.78 -
h2tg000001l:26716150-26723973 -            486 187462at33090        -            351  5.5e-160  529.8  36.1   3   4   3.7e-10   6.7e-08   29.6   7.3   253   305   339   405   333   415 0.79 -
h2tg000001l:26716150-26723973 -            486 187462at33090        -            351  5.5e-160  529.8  36.1   4   4   6.5e-24   1.2e-21   74.8   0.8   283   351   414   486   408   486 0.84 -
h2tg000007l:25630132-25630716 -            152 187462at33090        -            351   7.2e-46  154.4   0.0   1   1   4.3e-48   7.8e-46  154.3   0.0     9   154     1   148     1   152 0.94 -
h2tg000026l:857618-858202     -            152 187462at33090        -            351   7.2e-46  154.4   0.0   1   1   4.3e-48   7.8e-46  154.3   0.0     9   154     1   148     1   152 0.94 -
h2tg000016l:19871199-19876301 -            117 187462at33090        -            351   3.3e-36  122.7   0.0   1   1   2.1e-38   3.8e-36  122.5   0.0    21   131     1   110     1   115 0.93 -
h2tg000014l:19409305-19410581 -            167 187462at33090        -            351   2.9e-33  112.9   0.0   1   1   1.8e-35   3.3e-33  112.8   0.0    27   139    17   132     4   160 0.89 -
h2tg000003l:22245795-22260297 -            159 187462at33090        -            351   4.5e-30  102.5   0.1   1   1   3.2e-32   5.8e-30  102.1   0.1    21   155    15   150    10   157 0.86 -
h2tg000020l:7378611-7383625   -            220 187462at33090        -            351   4.8e-28   95.8   0.0   1   2   2.2e-10     4e-08   30.3   0.0    21    68    35    90    21    99 0.89 -
h2tg000020l:7378611-7383625   -            220 187462at33090        -            351   4.8e-28   95.8   0.0   2   2   1.4e-20   2.6e-18   63.8   0.0    68   153   124   209    97   217 0.86 -
h2tg000007l:5335366-5337295   -            155 187462at33090        -            351   1.3e-25   87.8   0.0   1   1   9.2e-28   1.7e-25   87.4   0.0    21   155    11   146     8   154 0.87 -
h2tg000024l:20459299-20459814 -            172 187462at33090        -            351   5.2e-25   85.8   0.1   1   1   3.7e-27   6.7e-25   85.4   0.1    18   135    15   146     5   160 0.82 -
h2tg000004l:1289213-1289719   -            169 187462at33090        -            351   5.6e-25   85.7   0.0   1   1   4.1e-27   7.5e-25   85.3   0.0    21   131    15   138     8   151 0.84 -
h2tg000004l:4854379-4858099   -            152 187462at33090        -            351   7.8e-24   82.0   0.1   1   1   5.5e-26   9.9e-24   81.6   0.1    21   153    14   141     8   149 0.85 -
h2tg000019l:611384-612157     -             93 187462at33090        -            351   2.5e-23   80.3   0.3   1   1   1.5e-25   2.8e-23   80.1   0.3    49   131     1    81     1    91 0.89 -
h2tg000006l:11983456-11983962 -            169 187462at33090        -            351   8.4e-23   78.6   0.0   1   1   6.1e-25   1.1e-22   78.2   0.0    21   131    15   138     8   151 0.87 -
h2tg000016l:7223726-7225026   -            123 187462at33090        -            351   1.8e-22   77.4   0.1   1   1   1.3e-24   2.3e-22   77.1   0.1    49   137     7   100     5   108 0.88 -
h2tg000025l:523653-524462     -            120 187462at33090        -            351   7.3e-21   72.2   0.1   1   1     5e-23     9e-21   71.9   0.1    48   142     5   102     4   112 0.86 -
h2tg000014l:3627928-3718169   -            103 187462at33090        -            351   2.3e-17   60.7   0.1   1   1   1.4e-19   2.4e-17   60.6   0.1    38   125    12   102     2   103 0.82 -
h2tg000007l:890714-893671     -            122 187462at33090        -            351   1.9e-12   44.5   0.1   1   1   5.9e-13   1.1e-10   38.8   0.1    26   127     1    88     1   119 0.82 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/187462at33090.hmm
# Target file:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap2.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap2.p_ctg.fa.modified.fas
# Option settings: hmmsearch --domtblout /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap2.p_ctg.fa.busco/run_viridiplantae_odb10/hmmer_output/initial_run_results/187462at33090.out --cpu 1 /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/187462at33090.hmm /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap2.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap2.p_ctg.fa.modified.fas 
# Current dir:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning
# Date:            Thu Apr 18 11:36:19 2024
# [ok]
