#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h2tg000004l:4031238-4053873   -            669 18455at33090         -            619    5e-208  689.5  23.9   1   3     2e-60     1e-58  196.4   0.2     1   143     1   166     1   167 0.91 -
h2tg000004l:4031238-4053873   -            669 18455at33090         -            619    5e-208  689.5  23.9   2   3  5.7e-118  2.9e-116  386.4   9.1   230   495   177   497   172   503 0.85 -
h2tg000004l:4031238-4053873   -            669 18455at33090         -            619    5e-208  689.5  23.9   3   3   1.3e-34   6.5e-33  111.1   2.3   487   619   512   667   506   667 0.86 -
h2tg000007l:25012109-25017803 -            308 18455at33090         -            619   1.7e-46  155.9  12.6   1   2   6.7e-26   3.3e-24   82.3   5.5   122   270    20   180    14   187 0.83 -
h2tg000007l:25012109-25017803 -            308 18455at33090         -            619   1.7e-46  155.9  12.6   2   2   7.3e-27   3.7e-25   85.5   0.6    45   228   102   308   101   308 0.80 -
h2tg000026l:192171-198373     -            308 18455at33090         -            619   1.7e-46  155.9  12.6   1   2   6.7e-26   3.3e-24   82.3   5.5   122   270    20   180    14   187 0.83 -
h2tg000026l:192171-198373     -            308 18455at33090         -            619   1.7e-46  155.9  12.6   2   2   7.3e-27   3.7e-25   85.5   0.6    45   228   102   308   101   308 0.80 -
h2tg000014l:21085679-21098692 -            909 18455at33090         -            619   3.5e-38  128.5  12.6   1   4   3.5e-17   1.7e-15   53.5   2.1   126   284    66   234    59   254 0.71 -
h2tg000014l:21085679-21098692 -            909 18455at33090         -            619   3.5e-38  128.5  12.6   2   4    0.0028      0.14    7.6   0.1     9    43   397   435   388   483 0.66 -
h2tg000014l:21085679-21098692 -            909 18455at33090         -            619   3.5e-38  128.5  12.6   3   4   9.9e-15     5e-13   45.4   0.2   122   255   484   638   480   640 0.79 -
h2tg000014l:21085679-21098692 -            909 18455at33090         -            619   3.5e-38  128.5  12.6   4   4   3.3e-11   1.7e-09   33.8   0.2    46   122   619   696   617   700 0.90 -
h2tg000017l:25359201-25360232 -            344 18455at33090         -            619   6.5e-29   97.9   1.5   1   3     9e-18   4.5e-16   55.5   0.1   122   254    51   194    35   197 0.82 -
h2tg000017l:25359201-25360232 -            344 18455at33090         -            619   6.5e-29   97.9   1.5   2   3   1.6e-09   8.3e-08   28.2   0.0    59   121   189   252   180   266 0.82 -
h2tg000017l:25359201-25360232 -            344 18455at33090         -            619   6.5e-29   97.9   1.5   3   3     4e-05     0.002   13.7   0.0    45   115   263   338   258   341 0.72 -
h2tg000015l:8743885-8744529   -            215 18455at33090         -            619   1.3e-27   93.6  20.6   1   3   4.2e-10   2.1e-08   30.1   0.5   162   231     1    73     1    76 0.92 -
h2tg000015l:8743885-8744529   -            215 18455at33090         -            619   1.3e-27   93.6  20.6   2   3     6e-17     3e-15   52.8   3.2   122   231    42   162    40   180 0.80 -
h2tg000015l:8743885-8744529   -            215 18455at33090         -            619   1.3e-27   93.6  20.6   3   3   2.1e-11   1.1e-09   34.4   3.0   123   230    88   214    77   215 0.59 -
h2tg000003l:10002443-10003450 -            336 18455at33090         -            619   4.6e-27   91.8  10.3   1   2   8.7e-14   4.4e-12   42.3   0.5    45   193     2   156     1   163 0.76 -
h2tg000003l:10002443-10003450 -            336 18455at33090         -            619   4.6e-27   91.8  10.3   2   2   2.4e-17   1.2e-15   54.1   3.5   121   233   164   290   156   307 0.81 -
h2tg000007l:1677804-1678478   -            225 18455at33090         -            619     9e-27   90.8   6.8   1   2   4.7e-20   2.4e-18   63.0   3.9   122   230    29   144    22   146 0.87 -
h2tg000007l:1677804-1678478   -            225 18455at33090         -            619     9e-27   90.8   6.8   2   2   8.9e-12   4.5e-10   35.7   0.0   177   254   131   214   125   224 0.69 -
h2tg000034l:1302346-1309566   -            291 18455at33090         -            619   6.2e-26   88.1   7.3   1   1   1.6e-27     8e-26   87.7   7.3    29   267    31   291     9   291 0.83 -
