#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h2tg000017l:8568300-8606768   -            771 37699at33090         -            601  3.6e-273  904.6  35.0   1   3   6.9e-05    0.0071   12.0   0.2     6    32    38    66    35    91 0.69 -
h2tg000017l:8568300-8606768   -            771 37699at33090         -            601  3.6e-273  904.6  35.0   2   3     1e-94     1e-92  308.7  12.6    41   224   152   349    89   353 0.91 -
h2tg000017l:8568300-8606768   -            771 37699at33090         -            601  3.6e-273  904.6  35.0   3   3  7.3e-179  7.5e-177  586.5   9.4   223   588   370   770   361   771 0.91 -
h2tg000006l:11812804-11832351 -            684 37699at33090         -            601   3.2e-82  274.0  31.6   1   2   2.8e-54   2.9e-52  175.1   0.1    46   225   126   303   120   307 0.94 -
h2tg000006l:11812804-11832351 -            684 37699at33090         -            601   3.2e-82  274.0  31.6   2   2   2.2e-34   2.2e-32  109.4  16.4   289   587   308   600   304   613 0.81 -
h2tg000006l:11317052-11328413 -            767 37699at33090         -            601   3.7e-78  260.6   0.1   1   2   3.6e-80   3.7e-78  260.6   0.1    31   446    13   410     3   421 0.89 -
h2tg000006l:11317052-11328413 -            767 37699at33090         -            601   3.7e-78  260.6   0.1   2   2       1.8   1.9e+02   -2.6   1.3   464   492   667   695   645   761 0.55 -
h2tg000007l:4624830-4625945   -            372 37699at33090         -            601   9.4e-75  249.3   2.0   1   1   1.5e-75   1.5e-73  245.3   2.0    52   419     6   357     1   372 0.86 -
h2tg000011l:26505732-26509876 -            336 37699at33090         -            601   5.2e-74  246.9   5.6   1   1   2.9e-73   2.9e-71  237.8   5.6    46   411     3   331     1   334 0.90 -
h2tg000004l:17050-18261       -            404 37699at33090         -            601   2.8e-72  241.2   0.0   1   1     4e-73   4.1e-71  237.3   0.0    63   433     2   374     1   383 0.87 -
h2tg000004l:2885939-2887069   -            377 37699at33090         -            601   1.5e-71  238.8   0.0   1   1   4.3e-72   4.3e-70  233.9   0.0    47   433     2   374     1   376 0.87 -
h2tg000018l:78448-79659       -            404 37699at33090         -            601   2.8e-71  237.9   0.0   1   1   4.1e-72   4.2e-70  234.0   0.0    63   433     2   374     1   382 0.87 -
h2tg000008l:118292-121270     -            268 37699at33090         -            601   6.7e-66  220.1   0.2   1   2   4.9e-40     5e-38  128.1   0.0    82   240     2   149     1   179 0.89 -
h2tg000008l:118292-121270     -            268 37699at33090         -            601   6.7e-66  220.1   0.2   2   2     1e-28   1.1e-26   90.6   0.1   332   405   194   267   171   268 0.93 -
h2tg000024l:30063112-30067624 -            285 37699at33090         -            601   7.8e-65  216.6   0.3   1   2   7.5e-39   7.7e-37  124.1   0.1    82   237     2   143     1   161 0.91 -
h2tg000024l:30063112-30067624 -            285 37699at33090         -            601   7.8e-65  216.6   0.3   2   2   8.5e-29   8.7e-27   90.9   0.0   305   408   184   284   174   285 0.92 -
h2tg000017l:953615-956254     -            310 37699at33090         -            601     1e-63  212.9   0.2   1   2     6e-42   6.1e-40  134.4   0.0    64   236     1   169     1   176 0.92 -
h2tg000017l:953615-956254     -            310 37699at33090         -            601     1e-63  212.9   0.2   2   2   1.4e-24   1.4e-22   77.0   0.0   333   430   211   308   180   310 0.87 -
h2tg000034l:1503380-1504600   -            344 37699at33090         -            601   7.9e-60  200.1   2.5   1   1   2.3e-60   2.4e-58  195.2   2.5    63   415     8   338     1   343 0.86 -
h2tg000012l:6195894-6199150   -            374 37699at33090         -            601   2.2e-59  198.6   0.0   1   1   1.9e-59   1.9e-57  192.2   0.0    48   419     3   360     1   373 0.81 -
h2tg000005l:1756043-1757539   -            359 37699at33090         -            601   6.5e-59  197.0   1.0   1   1     2e-59     2e-57  192.1   1.0    60   415    20   353     7   358 0.87 -
h2tg000001l:26976490-26977848 -            337 37699at33090         -            601   9.8e-59  196.4   1.3   1   1   2.9e-59     3e-57  191.5   1.3    64   415     2   331     1   336 0.87 -
h2tg000024l:5944317-5945456   -            380 37699at33090         -            601   5.2e-58  194.1   0.3   1   1   2.3e-59   2.3e-57  191.9   0.3    50   433     5   374     1   379 0.88 -
h2tg000005l:4531491-4536220   -            308 37699at33090         -            601     9e-58  193.3   3.5   1   3   9.8e-23     1e-20   70.9   0.1    45   134    51   144    47   146 0.91 -
h2tg000005l:4531491-4536220   -            308 37699at33090         -            601     9e-58  193.3   3.5   2   3   2.4e-17   2.4e-15   53.1   0.1   159   237   144   222   141   230 0.87 -
h2tg000005l:4531491-4536220   -            308 37699at33090         -            601     9e-58  193.3   3.5   3   3   6.5e-23   6.7e-21   71.5   0.1   339   409   226   296   221   303 0.93 -
h2tg000024l:2712379-2714220   -            391 37699at33090         -            601   2.9e-56  188.3   0.1   1   2   4.6e-17   4.7e-15   52.2   0.0    64   145     1    82     1    88 0.87 -
h2tg000024l:2712379-2714220   -            391 37699at33090         -            601   2.9e-56  188.3   0.1   2   2   8.7e-42   8.9e-40  133.8   0.0   144   435   113   386   101   391 0.81 -
h2tg000014l:23110427-23115573 -            337 37699at33090         -            601   5.9e-56  187.3   0.6   1   2   2.6e-36   2.7e-34  115.7   0.1    46   236    40   244    37   250 0.78 -
h2tg000014l:23110427-23115573 -            337 37699at33090         -            601   5.9e-56  187.3   0.6   2   2     5e-22   5.1e-20   68.6   0.0   345   414   261   330   256   335 0.93 -
h2tg000005l:586866-593123     -            628 37699at33090         -            601   1.3e-52  176.3   3.1   1   3   1.3e-35   1.3e-33  113.4   0.0    27   227    12   215     4   248 0.82 -
h2tg000005l:586866-593123     -            628 37699at33090         -            601   1.3e-52  176.3   3.1   2   3   4.3e-20   4.4e-18   62.2   0.0   329   421   400   492   397   514 0.93 -
h2tg000005l:586866-593123     -            628 37699at33090         -            601   1.3e-52  176.3   3.1   3   3       2.7   2.8e+02   -3.2   2.5   561   596   590   624   535   628 0.64 -
h2tg000027l:1460700-1462370   -            557 37699at33090         -            601   5.3e-48  161.0   0.3   1   2   8.9e-34   9.1e-32  107.4   0.0    43   236   106   323    80   329 0.75 -
h2tg000027l:1460700-1462370   -            557 37699at33090         -            601   5.3e-48  161.0   0.3   2   2     1e-16   1.1e-14   51.0   0.0   310   421   414   525   402   543 0.86 -
h2tg000017l:3104143-3118183   -            747 37699at33090         -            601   1.5e-40  136.4   0.9   1   1   4.6e-42   4.7e-40  134.7   0.9    54   414    88   458    83   465 0.82 -
h2tg000020l:199639-201406     -            194 37699at33090         -            601     1e-36  123.7   0.0   1   1   1.2e-38   1.3e-36  123.4   0.0    48   236     3   187     1   192 0.86 -
h2tg000015l:4774358-4779487   -            201 37699at33090         -            601   8.5e-36  120.7   1.1   1   2   2.2e-22   2.2e-20   69.8   0.3    71   182     1   112     1   116 0.87 -
h2tg000015l:4774358-4779487   -            201 37699at33090         -            601   8.5e-36  120.7   1.1   2   2     2e-16   2.1e-14   50.0   0.0   295   373   123   201   116   201 0.96 -
h2tg000016l:955430-966452     -            174 37699at33090         -            601   8.9e-34  114.0   0.9   1   2   8.6e-20   8.8e-18   61.2   0.1    48   132     2    93     1    97 0.90 -
h2tg000016l:955430-966452     -            174 37699at33090         -            601   8.9e-34  114.0   0.9   2   2   4.3e-17   4.4e-15   52.3   0.1   165   236    96   167    93   172 0.88 -
h2tg000011l:6626004-6629564   -            233 37699at33090         -            601     3e-29   99.1   0.1   1   1   3.4e-30   3.4e-28   95.6   0.1   120   379     5   232     2   233 0.84 -
h2tg000003l:9612705-9624702   -            598 37699at33090         -            601   7.8e-27   91.1   2.8   1   3     6e-15   6.2e-13   45.2   0.0    44   179    83   225    66   232 0.74 -
h2tg000003l:9612705-9624702   -            598 37699at33090         -            601   7.8e-27   91.1   2.8   2   3       3.6   3.7e+02   -3.6   0.5   449   494   274   320   262   357 0.64 -
h2tg000003l:9612705-9624702   -            598 37699at33090         -            601   7.8e-27   91.1   2.8   3   3   4.1e-15   4.2e-13   45.7   0.1   305   380   439   513   432   517 0.94 -
h2tg000014l:15734383-15736987 -            170 37699at33090         -            601   8.4e-26   87.7   0.3   1   1   2.9e-26   2.9e-24   82.6   0.3    56   220     1   146     1   167 0.79 -
h2tg000014l:15738145-15739948 -            152 37699at33090         -            601   1.1e-25   87.4   0.0   1   1   1.1e-27   1.1e-25   87.2   0.0   323   416    20   113     5   142 0.86 -
h2tg000008l:121169-121312     -             48 37699at33090         -            601   5.3e-12   42.1   0.0   1   1   5.4e-14   5.6e-12   42.0   0.0    71   112     6    46     2    48 0.88 -
#
# Program:         hmmsearch
