#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h2tg000003l:9612705-9624702   -            598 122831at33090        -            330  4.2e-109  362.0   5.6   1   4   6.4e-19   6.6e-17   59.0   0.0    14    56   104   147    77   157 0.84 -
h2tg000003l:9612705-9624702   -            598 122831at33090        -            330  4.2e-109  362.0   5.6   2   4   4.4e-35   4.5e-33  112.1   0.7    52   148   166   283   162   288 0.91 -
h2tg000003l:9612705-9624702   -            598 122831at33090        -            330  4.2e-109  362.0   5.6   3   4   6.4e-57   6.6e-55  183.9   0.3   143   274   356   518   346   527 0.84 -
h2tg000003l:9612705-9624702   -            598 122831at33090        -            330  4.2e-109  362.0   5.6   4   4       0.1        10    2.5   0.0   281   311   546   576   541   596 0.85 -
h2tg000004l:17050-18261       -            404 122831at33090        -            330   5.6e-37  125.0   0.5   1   1   1.6e-37   1.7e-35  120.1   0.5    15   313     5   365     2   373 0.74 -
h2tg000018l:78448-79659       -            404 122831at33090        -            330   1.7e-36  123.4   0.4   1   1   4.8e-37   4.9e-35  118.6   0.4    15   313     5   365     2   373 0.73 -
h2tg000006l:11317052-11328413 -            767 122831at33090        -            330   1.3e-35  120.5   0.1   1   1   1.6e-36   1.6e-34  116.9   0.1    15   303    48   378    41   387 0.77 -
h2tg000014l:23110427-23115573 -            337 122831at33090        -            330   8.8e-35  117.8   0.4   1   3   2.2e-07   2.3e-05   21.1   0.0    16    55    61   101    49   103 0.86 -
h2tg000014l:23110427-23115573 -            337 122831at33090        -            330   8.8e-35  117.8   0.4   2   3   8.2e-10   8.4e-08   29.1   0.0    88   160   173   246   157   251 0.78 -
h2tg000014l:23110427-23115573 -            337 122831at33090        -            330   8.8e-35  117.8   0.4   3   3   8.1e-21   8.3e-19   65.3   0.0   212   306   234   333   228   336 0.75 -
h2tg000005l:4531491-4536220   -            308 122831at33090        -            330   2.6e-33  112.9   0.5   1   2   8.6e-16   8.8e-14   48.7   0.1    16   161    73   224    63   243 0.72 -
h2tg000005l:4531491-4536220   -            308 122831at33090        -            330   2.6e-33  112.9   0.5   2   2   4.5e-20   4.7e-18   62.8   0.1   242   303   240   301   211   307 0.79 -
h2tg000024l:30063112-30067624 -            285 122831at33090        -            330     1e-31  107.7   0.0   1   1   1.6e-33   1.6e-31  107.0   0.0    32   295     5   282     1   285 0.79 -
h2tg000017l:953615-956254     -            310 122831at33090        -            330   4.4e-31  105.6   0.6   1   2   4.9e-16     5e-14   49.5   0.1    17   172     5   183     2   227 0.74 -
h2tg000017l:953615-956254     -            310 122831at33090        -            330   4.4e-31  105.6   0.6   2   2   9.4e-17   9.7e-15   51.9   0.0   245   318   234   307   222   310 0.88 -
