#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h2tg000017l:7125973-7128411   -            293 175963at33090        -            214  1.7e-110  364.8   0.0   1   1  3.7e-113  2.3e-110  364.4   0.0    11   213    89   292    78   293 0.97 -
h2tg000016l:1412601-1419051   -            384 175963at33090        -            214     1e-12   45.2   0.4   1   4   1.6e-08   9.6e-06   22.5   0.0    18   119    63   160    49   182 0.71 -
h2tg000016l:1412601-1419051   -            384 175963at33090        -            214     1e-12   45.2   0.4   2   4    0.0012      0.76    6.5   0.0   169   207   197   236   183   242 0.81 -
h2tg000016l:1412601-1419051   -            384 175963at33090        -            214     1e-12   45.2   0.4   3   4    0.0065         4    4.1   0.0    61    79   278   296   258   314 0.78 -
h2tg000016l:1412601-1419051   -            384 175963at33090        -            214     1e-12   45.2   0.4   4   4   0.00073      0.45    7.2   0.0   188   208   357   377   345   383 0.78 -
h2tg000019l:168334-173212     -            275 175963at33090        -            214   1.1e-11   41.9   0.2   1   1   9.5e-14   5.8e-11   39.5   0.2    14   177    57   215    44   271 0.84 -
h2tg000019l:3007270-3021307   -            219 175963at33090        -            214   2.5e-07   27.6   0.5   1   1     5e-08   3.1e-05   20.8   0.5    11   119    39   142    30   210 0.77 -
h2tg000001l:25675017-25677835 -            234 175963at33090        -            214   3.2e-07   27.3   0.0   1   2   3.1e-05     0.019   11.7   0.0    11    53    57    99    48   108 0.83 -
h2tg000001l:25675017-25677835 -            234 175963at33090        -            214   3.2e-07   27.3   0.0   2   2   7.5e-06    0.0046   13.7   0.0   186   211   202   227   150   230 0.77 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/175963at33090.hmm
# Target file:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap2.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap2.p_ctg.fa.modified.fas
# Option settings: hmmsearch --domtblout /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap2.p_ctg.fa.busco/run_viridiplantae_odb10/hmmer_output/initial_run_results/175963at33090.out --cpu 1 /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/175963at33090.hmm /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap2.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap2.p_ctg.fa.modified.fas 
# Current dir:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning
# Date:            Thu Apr 18 11:36:20 2024
# [ok]
