#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h2tg000017l:2125539-2126906   -            456 135419at33090        -            284  1.3e-149  494.5   1.8   1   1  5.2e-151  1.8e-148  490.8   1.8     2   284   121   455   120   455 0.91 -
h2tg000004l:2295872-2299882   -            375 135419at33090        -            284   1.5e-08   31.7   0.0   1   2   1.3e-08   4.3e-06   23.6   0.0     3   137    81   237    79   246 0.70 -
h2tg000004l:2295872-2299882   -            375 135419at33090        -            284   1.5e-08   31.7   0.0   2   2    0.0034       1.1    5.8   0.0   174   228   255   308   238   360 0.78 -
h2tg000006l:13527059-13529589 -            292 135419at33090        -            284   2.4e-06   24.4   0.0   1   2     2e-08   6.8e-06   23.0   0.0     4    38     3    37     1    58 0.86 -
h2tg000006l:13527059-13529589 -            292 135419at33090        -            284   2.4e-06   24.4   0.0   2   2      0.98   3.3e+02   -2.3   0.0   161   209   188   240   176   249 0.70 -
h2tg000013l:11001410-11004725 -            261 135419at33090        -            284     6e-06   23.2   0.0   1   2   2.3e-06   0.00077   16.2   0.0     4    49     3    48     1    95 0.83 -
h2tg000013l:11001410-11004725 -            261 135419at33090        -            284     6e-06   23.2   0.0   2   2    0.0056       1.9    5.1   0.0   126   202   161   240   141   251 0.77 -
h2tg000007l:8266101-8274626   -            505 135419at33090        -            284   1.6e-05   21.7   0.4   1   2   0.00063      0.22    8.2   0.2     4    30    65    91    62    98 0.80 -
h2tg000007l:8266101-8274626   -            505 135419at33090        -            284   1.6e-05   21.7   0.4   2   2   6.2e-05     0.021   11.5   0.0   146   218   307   382   291   393 0.77 -
h2tg000015l:18039459-18040741 -            259 135419at33090        -            284   2.2e-05   21.3   0.1   1   2   4.9e-07   0.00017   18.4   0.1     4    50     6    52     3   103 0.79 -
h2tg000015l:18039459-18040741 -            259 135419at33090        -            284   2.2e-05   21.3   0.1   2   2      0.11        38    0.8   0.0   144   203   183   244   149   256 0.77 -
h2tg000004l:3323910-3342943   -            301 135419at33090        -            284   0.00085   16.1   0.2   1   2   1.1e-05    0.0038   14.0   0.0     3    47     3    47     1    82 0.81 -
h2tg000004l:3323910-3342943   -            301 135419at33090        -            284   0.00085   16.1   0.2   2   2      0.22        74   -0.1   0.0   160   218   189   252   172   281 0.74 -
h2tg000004l:571193-578372     -            357 135419at33090        -            284    0.0016   15.2   0.0   1   1   7.9e-06    0.0027   14.4   0.0     3    39    53    89    51    97 0.91 -
h2tg000014l:13920449-13932031 -            282 135419at33090        -            284    0.0017   15.1   0.1   1   2   2.4e-05    0.0081   12.9   0.1     5    49     3    47     1    81 0.88 -
h2tg000014l:13920449-13932031 -            282 135419at33090        -            284    0.0017   15.1   0.1   2   2      0.25        87   -0.3   0.0   160   203   169   216   159   227 0.80 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/135419at33090.hmm
# Target file:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap2.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap2.p_ctg.fa.modified.fas
# Option settings: hmmsearch --domtblout /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap2.p_ctg.fa.busco/run_viridiplantae_odb10/hmmer_output/initial_run_results/135419at33090.out --cpu 1 /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/135419at33090.hmm /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap2.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap2.p_ctg.fa.modified.fas 
# Current dir:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning
# Date:            Thu Apr 18 11:36:17 2024
# [ok]
