#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h2tg000030l:3642357-3647462   -            319 126427at33090        -            260  2.2e-106  352.2   0.3   1   2   1.5e-08   5.9e-06   23.0   0.1     1    22     3    24     3    41 0.76 -
h2tg000030l:3642357-3647462   -            319 126427at33090        -            260  2.2e-106  352.2   0.3   2   2    2e-101   7.6e-99  327.5   0.0    27   228    54   277    43   301 0.92 -
h2tg000011l:303875-304705     -            277 126427at33090        -            260   0.00042   16.9   0.0   1   2     0.024       9.1    2.7   0.0     2    25     7    30     6    49 0.83 -
h2tg000011l:303875-304705     -            277 126427at33090        -            260   0.00042   16.9   0.0   2   2   5.1e-05     0.019   11.5   0.0    88   215   127   272   116   276 0.64 -
h2tg000001l:19175770-19176342 -            191 126427at33090        -            260    0.0005   16.7   0.0   1   1   2.2e-06   0.00083   16.0   0.0    88   217     1   148     1   160 0.69 -
h2tg000006l:13527059-13529589 -            292 126427at33090        -            260    0.0014   15.2   0.1   1   2   1.3e-05    0.0048   13.5   0.0     2    21     3    22     2    39 0.89 -
h2tg000006l:13527059-13529589 -            292 126427at33090        -            260    0.0014   15.2   0.1   2   2       1.2   4.6e+02   -2.8   0.0   126   144   256   274   251   284 0.77 -
h2tg000014l:13920449-13932031 -            282 126427at33090        -            260    0.0023   14.5   0.0   1   1   1.1e-05    0.0043   13.6   0.0     2    27     2    26     1    47 0.78 -
h2tg000013l:11001410-11004725 -            261 126427at33090        -            260    0.0063   13.1   0.3   1   1   4.1e-05     0.016   11.8   0.3     2    20     3    21     2    46 0.83 -
h2tg000015l:18039459-18040741 -            259 126427at33090        -            260    0.0071   12.9   0.0   1   1   3.3e-05     0.013   12.1   0.0     2    20     6    24     5    48 0.84 -
h2tg000017l:2125539-2126906   -            456 126427at33090        -            260     0.025   11.1   0.2   1   2   0.00013     0.051   10.1   0.1     3    21   124   142   122   158 0.87 -
h2tg000017l:2125539-2126906   -            456 126427at33090        -            260     0.025   11.1   0.2   2   2       2.9   1.1e+03   -4.1   0.0    31    56   181   207   176   208 0.74 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/126427at33090.hmm
# Target file:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap2.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap2.p_ctg.fa.modified.fas
# Option settings: hmmsearch --domtblout /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap2.p_ctg.fa.busco/run_viridiplantae_odb10/hmmer_output/initial_run_results/126427at33090.out --cpu 1 /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/126427at33090.hmm /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap2.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap2.p_ctg.fa.modified.fas 
# Current dir:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning
# Date:            Thu Apr 18 11:36:17 2024
# [ok]
