#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h2tg000027l:1460700-1462370   -            557 170945at33090        -            328  4.6e-159  526.1  10.2   1   3   2.2e-21   2.2e-19   67.0   0.1     1    43   131   173   131   176 0.96 -
h2tg000027l:1460700-1462370   -            557 170945at33090        -            328  4.6e-159  526.1  10.2   2   3   1.5e-66   1.5e-64  215.4   1.4    41   178   188   345   183   353 0.91 -
h2tg000027l:1460700-1462370   -            557 170945at33090        -            328  4.6e-159  526.1  10.2   3   3   1.6e-75   1.7e-73  244.9   0.2   175   328   378   543   362   543 0.90 -
h2tg000024l:30063112-30067624 -            285 170945at33090        -            328     6e-60  200.3   0.0   1   1   6.9e-62     7e-60  200.1   0.0    14   298     2   283     1   285 0.90 -
h2tg000008l:118292-121270     -            268 170945at33090        -            328   6.1e-60  200.3   0.1   1   2   6.2e-36   6.3e-34  114.8   0.0    14   194     2   184     1   190 0.89 -
h2tg000008l:118292-121270     -            268 170945at33090        -            328   6.1e-60  200.3   0.1   2   2     2e-27     2e-25   86.8   0.1   207   296   172   267   167   268 0.91 -
h2tg000005l:1756043-1757539   -            359 170945at33090        -            328   4.3e-57  190.9   0.2   1   1   5.1e-59   5.2e-57  190.7   0.2     1   304    28   351    28   356 0.87 -
h2tg000001l:26976490-26977848 -            337 170945at33090        -            328   4.8e-57  190.8   0.2   1   1   5.7e-59   5.8e-57  190.5   0.2     1   304     6   329     6   334 0.87 -
h2tg000034l:1503380-1504600   -            344 170945at33090        -            328   8.1e-57  190.0   0.9   1   1   9.7e-59   9.9e-57  189.7   0.9     1   304    13   336    13   341 0.86 -
h2tg000007l:4624830-4625945   -            372 170945at33090        -            328   2.3e-54  182.0   0.1   1   1   3.5e-56   3.6e-54  181.3   0.1     1   303    22   351    22   358 0.84 -
h2tg000004l:2885939-2887069   -            377 170945at33090        -            328   7.1e-54  180.4   0.0   1   1   9.5e-56   9.7e-54  179.9   0.0     1   304    23   354    23   371 0.83 -
h2tg000006l:11317052-11328413 -            767 170945at33090        -            328   6.5e-52  173.9   0.0   1   1   9.9e-54     1e-51  173.3   0.0     1   305    50   378    50   400 0.84 -
h2tg000017l:953615-956254     -            310 170945at33090        -            328   7.2e-52  173.8   0.2   1   2   4.5e-32   4.6e-30  102.1   0.1     1   175     5   188     5   189 0.87 -
h2tg000017l:953615-956254     -            310 170945at33090        -            328   7.2e-52  173.8   0.2   2   2   1.1e-22   1.1e-20   71.2   0.0   205   304   186   291   184   296 0.88 -
h2tg000012l:6195894-6199150   -            374 170945at33090        -            328     8e-52  173.6   0.1   1   1   1.3e-53   1.4e-51  172.9   0.1     1   304    23   354    23   366 0.80 -
h2tg000018l:78448-79659       -            404 170945at33090        -            328   8.8e-51  170.2   1.2   1   1   1.5e-51   1.5e-49  166.1   1.2     1   301     7   351     7   370 0.80 -
h2tg000004l:17050-18261       -            404 170945at33090        -            328   9.7e-51  170.0   1.1   1   1   1.6e-51   1.7e-49  166.0   1.1     1   301     7   351     7   369 0.80 -
h2tg000024l:2712379-2714220   -            391 170945at33090        -            328   1.8e-49  165.9   0.1   1   2   1.6e-11   1.7e-09   34.5   0.0     1    64     5    76     5    82 0.82 -
h2tg000024l:2712379-2714220   -            391 170945at33090        -            328   1.8e-49  165.9   0.1   2   2   2.3e-40   2.4e-38  129.3   0.0    75   304   121   364   116   377 0.81 -
h2tg000024l:5944317-5945456   -            380 170945at33090        -            328   1.1e-47  160.1   0.9   1   1   1.6e-49   1.7e-47  159.4   0.9     1   305    23   355    23   367 0.84 -
h2tg000011l:26505732-26509876 -            336 170945at33090        -            328   8.7e-47  157.1   0.5   1   1   5.5e-47   5.6e-45  151.1   0.5     1   303    25   332    25   334 0.83 -
h2tg000006l:11812804-11832351 -            684 170945at33090        -            328   2.2e-45  152.4   4.8   1   2   3.9e-24   3.9e-22   76.0   0.3     1   143   148   299   148   318 0.86 -
h2tg000006l:11812804-11832351 -            684 170945at33090        -            328   2.2e-45  152.4   4.8   2   2   9.6e-25   9.8e-23   78.0   0.7   206   322   327   451   314   457 0.83 -
h2tg000017l:3104143-3118183   -            747 170945at33090        -            328   2.1e-43  145.9   1.7   1   2   7.2e-31   7.3e-29   98.2   0.6     1   219   102   349   102   358 0.80 -
h2tg000017l:3104143-3118183   -            747 170945at33090        -            328   2.1e-43  145.9   1.7   2   2   3.4e-15   3.4e-13   46.6   0.0   229   318   379   472   373   480 0.83 -
h2tg000005l:586866-593123     -            628 170945at33090        -            328   2.4e-43  145.8   0.0   1   2   8.2e-28   8.4e-26   88.1   0.0     1   148    54   214    54   280 0.80 -
h2tg000005l:586866-593123     -            628 170945at33090        -            328   2.4e-43  145.8   0.0   2   2   1.6e-17   1.6e-15   54.3   0.0   220   298   400   478   390   500 0.89 -
h2tg000017l:8568300-8606768   -            771 170945at33090        -            328   1.2e-41  140.2   3.4   1   3   6.5e-07   6.6e-05   19.4   0.0     1    41   179   218   179   227 0.88 -
h2tg000017l:8568300-8606768   -            771 170945at33090        -            328   1.2e-41  140.2   3.4   2   3   1.7e-18   1.8e-16   57.5   0.3    42   143   241   346   236   396 0.83 -
h2tg000017l:8568300-8606768   -            771 170945at33090        -            328   1.2e-41  140.2   3.4   3   3   2.3e-19   2.3e-17   60.3   0.1   225   303   492   570   462   579 0.93 -
h2tg000014l:23110427-23115573 -            337 170945at33090        -            328   1.9e-41  139.5   0.2   1   3   1.5e-09   1.5e-07   28.1   0.0     1    43    62   104    62   136 0.73 -
h2tg000014l:23110427-23115573 -            337 170945at33090        -            328   1.9e-41  139.5   0.2   2   3   1.9e-12   1.9e-10   37.6   0.0    91   159   175   247   164   258 0.89 -
h2tg000014l:23110427-23115573 -            337 170945at33090        -            328   1.9e-41  139.5   0.2   3   3   2.9e-22   2.9e-20   69.9   0.0   234   304   259   329   253   335 0.92 -
h2tg000005l:4531491-4536220   -            308 170945at33090        -            328   1.1e-39  133.8   0.1   1   3   4.1e-10   4.2e-08   29.9   0.0     1    59    74   144    74   154 0.79 -
h2tg000005l:4531491-4536220   -            308 170945at33090        -            328   1.1e-39  133.8   0.1   2   3   1.3e-11   1.4e-09   34.8   0.0    94   159   155   224   145   227 0.90 -
h2tg000005l:4531491-4536220   -            308 170945at33090        -            328   1.1e-39  133.8   0.1   3   3   4.8e-21   4.9e-19   65.9   0.0   231   299   227   295   224   306 0.93 -
h2tg000015l:4774358-4779487   -            201 170945at33090        -            328   5.7e-25   85.4   0.4   1   2   8.1e-19   8.3e-17   58.5   0.1     4   103     1   109     1   111 0.84 -
h2tg000015l:4774358-4779487   -            201 170945at33090        -            328   5.7e-25   85.4   0.4   2   2   6.7e-09   6.8e-07   25.9   0.0   181   264   111   201   108   201 0.81 -
h2tg000014l:15738145-15739948 -            152 170945at33090        -            328   2.2e-21   73.6   0.0   1   1   2.4e-23   2.5e-21   73.4   0.0   223   311    29   118     5   128 0.87 -
h2tg000020l:199639-201406     -            194 170945at33090        -            328   9.1e-21   71.5   0.2   1   1   5.6e-22   5.7e-20   68.9   0.2     1   159    23   190    23   193 0.83 -
h2tg000011l:6626004-6629564   -            233 170945at33090        -            328   4.9e-20   69.1   0.0   1   1   6.4e-22   6.5e-20   68.7   0.0    44   270     4   232     2   233 0.77 -
h2tg000016l:955430-966452     -            174 170945at33090        -            328   6.4e-20   68.8   0.1   1   2   5.3e-10   5.4e-08   29.6   0.0     1    45    22    66    22   100 0.88 -
h2tg000016l:955430-966452     -            174 170945at33090        -            328   6.4e-20   68.8   0.1   2   2   3.8e-12   3.9e-10   36.6   0.0    94   159   101   170    94   173 0.90 -
h2tg000014l:15734383-15736987 -            170 170945at33090        -            328   2.1e-16   57.2   0.0   1   1   5.9e-17   6.1e-15   52.4   0.0     1   138    13   142    13   170 0.73 -
h2tg000003l:9612705-9624702   -            598 170945at33090        -            328   1.5e-14   51.1   1.1   1   3   1.3e-10   1.4e-08   31.5   0.1     1    41   107   147   107   273 0.92 -
h2tg000003l:9612705-9624702   -            598 170945at33090        -            328   1.5e-14   51.1   1.1   2   3      0.29        30    0.8   0.0   133   160   348   375   340   387 0.87 -
h2tg000003l:9612705-9624702   -            598 170945at33090        -            328   1.5e-14   51.1   1.1   3   3   8.8e-06    0.0009   15.7   0.1   224   271   467   513   411   518 0.82 -
h2tg000008l:121169-121312     -             48 170945at33090        -            328   5.7e-06   22.9   0.0   1   1   5.9e-08     6e-06   22.8   0.0     4    45     6    47     4    48 0.92 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/170945at33090.hmm
# Target file:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap2.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap2.p_ctg.fa.modified.fas
