#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h2tg000005l:586866-593123     -            628 51214at33090         -            415  1.9e-187  620.4  13.3   1   3   1.4e-98   1.4e-96  321.0   0.6     1   190    49   261    49   266 0.93 -
h2tg000005l:586866-593123     -            628 51214at33090         -            415  1.9e-187  620.4  13.3   2   3     0.058         6    2.7   0.0   188   201   296   309   288   318 0.89 -
h2tg000005l:586866-593123     -            628 51214at33090         -            415  1.9e-187  620.4  13.3   3   3     2e-90     2e-88  294.1   5.4   199   413   335   604   326   609 0.82 -
h2tg000006l:11317052-11328413 -            767 51214at33090         -            415   4.1e-71  237.1   0.0   1   1   5.5e-73   5.6e-71  236.7   0.0     2   331    46   389    45   402 0.92 -
h2tg000012l:6195894-6199150   -            374 51214at33090         -            415   2.5e-66  221.4   0.1   1   1   2.9e-68     3e-66  221.1   0.1     3   319    20   354    18   371 0.86 -
h2tg000004l:2885939-2887069   -            377 51214at33090         -            415   3.4e-66  220.9   0.0   1   1     4e-68   4.1e-66  220.7   0.0     1   325    18   360    18   374 0.87 -
h2tg000007l:4624830-4625945   -            372 51214at33090         -            415   8.2e-66  219.7   0.0   1   1   9.8e-68     1e-65  219.4   0.0     2   324    18   357    17   367 0.87 -
h2tg000018l:78448-79659       -            404 51214at33090         -            415   4.8e-61  204.0   0.0   1   1   3.1e-62   3.2e-60  201.2   0.0     2   324     3   359     2   373 0.83 -
h2tg000004l:17050-18261       -            404 51214at33090         -            415     2e-60  201.9   0.0   1   1   1.3e-61   1.3e-59  199.2   0.0     2   324     3   359     2   374 0.83 -
h2tg000024l:5944317-5945456   -            380 51214at33090         -            415   7.4e-60  200.1   0.2   1   1   8.8e-62     9e-60  199.8   0.2     2   320    19   355    18   371 0.86 -
h2tg000017l:953615-956254     -            310 51214at33090         -            415   2.2e-59  198.5   0.1   1   2   1.2e-45   1.3e-43  146.6   0.0     2   198     1   200     1   209 0.91 -
h2tg000017l:953615-956254     -            310 51214at33090         -            415   2.2e-59  198.5   0.1   2   2   2.1e-16   2.1e-14   50.3   0.0   245   326   213   298   200   308 0.86 -
h2tg000024l:2712379-2714220   -            391 51214at33090         -            415     7e-59  196.8   0.1   1   2   2.2e-20   2.2e-18   63.4   0.0     2    77     1    78     1    89 0.92 -
h2tg000024l:2712379-2714220   -            391 51214at33090         -            415     7e-59  196.8   0.1   2   2   5.2e-41   5.3e-39  131.4   0.0    80   327   112   372    94   383 0.79 -
h2tg000024l:30063112-30067624 -            285 51214at33090         -            415   2.1e-58  195.2   0.0   1   1   2.5e-60   2.5e-58  195.0   0.0    18   315     1   285     1   285 0.88 -
h2tg000006l:11812804-11832351 -            684 51214at33090         -            415   4.9e-57  190.8   1.6   1   2   5.2e-37   5.3e-35  118.2   0.0     1   154   143   299   143   307 0.93 -
h2tg000006l:11812804-11832351 -            684 51214at33090         -            415   4.9e-57  190.8   1.6   2   2   6.2e-23   6.4e-21   71.8   0.5   198   326   306   439   299   479 0.72 -
h2tg000011l:26505732-26509876 -            336 51214at33090         -            415   3.6e-55  184.6   2.3   1   1   1.7e-56   1.7e-54  182.4   2.3     1   314    20   328    20   333 0.86 -
h2tg000001l:26976490-26977848 -            337 51214at33090         -            415   1.9e-53  178.9   0.2   1   1   2.2e-55   2.3e-53  178.7   0.2     1   317     1   327     1   334 0.86 -
h2tg000008l:118292-121270     -            268 51214at33090         -            415   3.5e-53  178.1   0.1   1   2   1.6e-36   1.7e-34  116.5   0.0    18   187     1   167     1   172 0.92 -
h2tg000008l:118292-121270     -            268 51214at33090         -            415   3.5e-53  178.1   0.1   2   2   2.2e-19   2.3e-17   60.1   0.1   225   312   181   268   167   268 0.76 -
h2tg000034l:1503380-1504600   -            344 51214at33090         -            415     3e-52  175.0   0.3   1   1   3.5e-54   3.6e-52  174.7   0.3     2   316     9   333     8   341 0.85 -
h2tg000005l:1756043-1757539   -            359 51214at33090         -            415   3.6e-52  174.7   0.2   1   1   4.3e-54   4.4e-52  174.5   0.2     1   316    23   348    23   356 0.86 -
h2tg000015l:4774358-4779487   -            201 51214at33090         -            415   3.4e-49  164.9   3.2   1   2   3.1e-33   3.2e-31  105.7   0.1     9   119     1   112     1   115 0.95 -
h2tg000015l:4774358-4779487   -            201 51214at33090         -            415   3.4e-49  164.9   3.2   2   2   1.4e-19   1.4e-17   60.8   0.5   199   280   113   201   112   201 0.85 -
h2tg000005l:4531491-4536220   -            308 51214at33090         -            415   8.4e-49  163.6   0.1   1   3   7.6e-18   7.8e-16   55.0   0.1     3    71    71   145    69   149 0.85 -
h2tg000005l:4531491-4536220   -            308 51214at33090         -            415   8.4e-49  163.6   0.1   2   3   9.9e-18     1e-15   54.7   0.0   100   174   148   228   144   232 0.84 -
h2tg000005l:4531491-4536220   -            308 51214at33090         -            415   8.4e-49  163.6   0.1   3   3   8.1e-17   8.3e-15   51.7   0.0   254   316   234   297   226   306 0.84 -
h2tg000014l:23110427-23115573 -            337 51214at33090         -            415   1.7e-47  159.3   0.0   1   2   2.1e-32   2.1e-30  103.0   0.0     3   172    59   249    57   258 0.74 -
h2tg000014l:23110427-23115573 -            337 51214at33090         -            415   1.7e-47  159.3   0.0   2   2   1.5e-17   1.5e-15   54.1   0.0   250   317   259   327   249   334 0.89 -
h2tg000011l:6626004-6629564   -            233 51214at33090         -            415     3e-44  148.6   0.1   1   1   4.2e-46   4.3e-44  148.1   0.1    52   281     1   226     1   233 0.88 -
h2tg000027l:1460700-1462370   -            557 51214at33090         -            415   1.1e-43  146.8   0.2   1   2     2e-30   2.1e-28   96.5   0.0     2   158   127   297   126   352 0.82 -
h2tg000027l:1460700-1462370   -            557 51214at33090         -            415   1.1e-43  146.8   0.2   2   2   1.9e-15   1.9e-13   47.2   0.1   238   322   432   520   390   543 0.82 -
h2tg000017l:8568300-8606768   -            771 51214at33090         -            415   1.7e-43  146.1   0.7   1   2   1.1e-23   1.1e-21   74.3   0.2     1   161   174   353   174   402 0.75 -
h2tg000017l:8568300-8606768   -            771 51214at33090         -            415   1.7e-43  146.1   0.7   2   2   3.4e-22   3.5e-20   69.4   0.0   191   338   435   590   389   630 0.74 -
h2tg000020l:199639-201406     -            194 51214at33090         -            415   3.5e-34  115.5   0.0   1   1   5.1e-36   5.3e-34  114.9   0.0     3   172    20   192    18   194 0.82 -
