#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h2tg000006l:23984516-23989817 -            305 142077at33090        -            239  6.3e-113  373.6   2.2   1   2   1.1e-10   2.2e-08   31.3   0.0     1    37    47    83    47    89 0.95 -
h2tg000006l:23984516-23989817 -            305 142077at33090        -            239  6.3e-113  373.6   2.2   2   2  2.8e-105  5.8e-103  341.0   1.4    28   219    98   305    86   305 0.90 -
h2tg000007l:5140972-5141679   -            236 142077at33090        -            239   2.4e-66  221.1   0.0   1   1   1.5e-68     3e-66  220.8   0.0    37   238    21   228    10   229 0.91 -
h2tg000008l:8613410-8614048   -            213 142077at33090        -            239   5.4e-65  216.7   0.1   1   1   3.2e-67   6.5e-65  216.4   0.1    40   238     1   205     1   206 0.92 -
h2tg000002l:16926274-16926963 -            230 142077at33090        -            239   1.9e-64  214.9   0.1   1   1   1.2e-66   2.5e-64  214.5   0.1    37   238    15   222    10   223 0.91 -
h2tg000002l:16938313-16939002 -            230 142077at33090        -            239   1.9e-64  214.9   0.1   1   1   1.2e-66   2.5e-64  214.5   0.1    37   238    15   222    10   223 0.91 -
h2tg000011l:151783-152481     -            233 142077at33090        -            239   2.2e-64  214.7   0.1   1   1   1.3e-66   2.7e-64  214.4   0.1    37   238    18   225     8   226 0.92 -
h2tg000008l:927813-928454     -            214 142077at33090        -            239   1.3e-63  212.1   0.1   1   1   7.8e-66   1.6e-63  211.9   0.1    39   238     1   206     1   207 0.92 -
h2tg000011l:3684201-3685313   -            209 142077at33090        -            239   1.5e-62  208.7   0.3   1   1   1.1e-64   2.3e-62  208.1   0.3    39   237     2   208     1   209 0.89 -
h2tg000002l:21912322-21913048 -            212 142077at33090        -            239   1.6e-62  208.6   0.4   1   1   1.6e-64   3.4e-62  207.5   0.4    38   238     2   210     1   211 0.89 -
h2tg000025l:5440681-5441481   -            170 142077at33090        -            239   7.6e-36  121.3   0.1   1   2   9.6e-13     2e-10   38.1   0.0    63   105     2    47     1    72 0.79 -
h2tg000025l:5440681-5441481   -            170 142077at33090        -            239   7.6e-36  121.3   0.1   2   2   5.4e-26   1.1e-23   81.5   0.0   170   238   102   170    98   170 0.94 -
h2tg000003l:21464840-21466038 -            183 142077at33090        -            239   1.7e-35  120.1   0.0   1   2   4.4e-15   8.9e-13   45.8   0.0    60   105     2    50     1    80 0.80 -
h2tg000003l:21464840-21466038 -            183 142077at33090        -            239   1.7e-35  120.1   0.0   2   2   2.4e-23     5e-21   72.8   0.0   168   236   112   181    96   183 0.92 -
h2tg000019l:19560067-19560693 -            209 142077at33090        -            239   2.5e-35  119.5   0.3   1   1     3e-36   6.1e-34  115.0   0.3    59   239     8   206     5   206 0.80 -
h2tg000014l:18671918-18672732 -            231 142077at33090        -            239   2.4e-34  116.4   0.6   1   3     6e-06    0.0012   15.8   0.1    43    74    13    45     8    69 0.81 -
h2tg000014l:18671918-18672732 -            231 142077at33090        -            239   2.4e-34  116.4   0.6   2   3     3e-07   6.2e-05   20.1   0.1    76   103    92   120    50   134 0.88 -
h2tg000014l:18671918-18672732 -            231 142077at33090        -            239   2.4e-34  116.4   0.6   3   3   7.6e-25   1.6e-22   77.7   0.0   168   238   160   230   156   231 0.95 -
h2tg000015l:7077220-7077851   -            180 142077at33090        -            239     6e-30  102.0   0.3   1   1   6.6e-31   1.3e-28   97.5   0.3    60   238     1   176     1   177 0.77 -
h2tg000005l:676105-676647     -            181 142077at33090        -            239     7e-29   98.5   0.2   1   1   1.4e-29   2.8e-27   93.2   0.2    80   239    16   175     2   175 0.78 -
#
# Program:         hmmsearch
# Version:         3.3.2 (Nov 2020)
# Pipeline mode:   SEARCH
# Query file:      /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/142077at33090.hmm
# Target file:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap2.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap2.p_ctg.fa.modified.fas
# Option settings: hmmsearch --domtblout /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap2.p_ctg.fa.busco/run_viridiplantae_odb10/hmmer_output/initial_run_results/142077at33090.out --cpu 1 /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/busco_downloads/lineages/viridiplantae_odb10/hmms/142077at33090.hmm /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning/maternalpaternal.asm.dip.hap2.p_ctg.fa.busco/run_viridiplantae_odb10/metaeuk_output/initial_results/maternalpaternal.asm.dip.hap2.p_ctg.fa.modified.fas 
# Current dir:     /work/sablok/grapevineassemblies/assemblyhifiasm/busco_hifiasmtriobinning
# Date:            Thu Apr 18 11:36:17 2024
# [ok]
