#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
h2tg000017l:25359201-25360232 -            344 102307at33090        -            294    2e-178  589.0   0.3   1   1    5e-180  2.3e-178  588.8   0.3     1   294    38   344    38   344 0.98 -
h2tg000007l:25012109-25017803 -            308 102307at33090        -            294   1.5e-50  169.2   2.2   1   1   5.2e-48   2.4e-46  155.4   2.2    12   289    18   306    14   308 0.86 -
h2tg000026l:192171-198373     -            308 102307at33090        -            294   1.5e-50  169.2   2.2   1   1   5.2e-48   2.4e-46  155.4   2.2    12   289    18   306    14   308 0.86 -
h2tg000014l:21085679-21098692 -            909 102307at33090        -            294   1.8e-44  149.3   6.0   1   5    0.0011     0.052    9.9   0.1    65   138    26   102    18   103 0.66 -
h2tg000014l:21085679-21098692 -            909 102307at33090        -            294   1.8e-44  149.3   6.0   2   5   1.3e-20   6.2e-19   65.4   0.1    10   130    99   220    94   244 0.86 -
h2tg000014l:21085679-21098692 -            909 102307at33090        -            294   1.8e-44  149.3   6.0   3   5   1.8e-07   8.4e-06   22.3   0.1     4   138   393   525   390   549 0.77 -
h2tg000014l:21085679-21098692 -            909 102307at33090        -            294   1.8e-44  149.3   6.0   4   5   1.5e-16     7e-15   52.1   0.3    17   169   540   694   523   697 0.87 -
h2tg000014l:21085679-21098692 -            909 102307at33090        -            294   1.8e-44  149.3   6.0   5   5   3.4e-05    0.0016   14.9   0.0    10    50   659   700   654   715 0.83 -
h2tg000015l:11821086-11821976 -            297 102307at33090        -            294   9.3e-40  133.8   8.0   1   1   2.8e-41   1.3e-39  133.4   8.0    14   282    10   286     5   296 0.89 -
h2tg000034l:1302346-1309566   -            291 102307at33090        -            294   2.4e-33  112.8   3.0   1   2   2.8e-09   1.3e-07   28.3   0.0    49   103     7    61     4    66 0.92 -
h2tg000034l:1302346-1309566   -            291 102307at33090        -            294   2.4e-33  112.8   3.0   2   2   1.5e-25   6.8e-24   81.7   3.2    63   289    60   288    58   290 0.85 -
h2tg000007l:1677804-1678478   -            225 102307at33090        -            294   5.5e-33  111.6   0.4   1   1   4.1e-33   1.9e-31  106.5   0.4    12   198    27   222    22   225 0.87 -
h2tg000012l:3855031-3861108   -            898 102307at33090        -            294   7.3e-31  104.6   0.8   1   7     0.054       2.5    4.4   0.0   177   251    52   120    21   127 0.73 -
h2tg000012l:3855031-3861108   -            898 102307at33090        -            294   7.3e-31  104.6   0.8   2   7     0.018      0.85    5.9   0.0   170   199   134   163   120   180 0.76 -
h2tg000012l:3855031-3861108   -            898 102307at33090        -            294   7.3e-31  104.6   0.8   3   7       4.4     2e+02   -1.9   0.0   105   156   310   362   305   382 0.74 -
h2tg000012l:3855031-3861108   -            898 102307at33090        -            294   7.3e-31  104.6   0.8   4   7   5.7e-13   2.6e-11   40.4   0.0     7    86   380   461   376   476 0.89 -
h2tg000012l:3855031-3861108   -            898 102307at33090        -            294   7.3e-31  104.6   0.8   5   7   1.1e-09   5.1e-08   29.6   0.0   231   291   483   544   463   547 0.87 -
h2tg000012l:3855031-3861108   -            898 102307at33090        -            294   7.3e-31  104.6   0.8   6   7   3.8e-06   0.00018   18.0   0.1   119   169   537   588   536   612 0.89 -
h2tg000012l:3855031-3861108   -            898 102307at33090        -            294   7.3e-31  104.6   0.8   7   7      0.15       6.7    3.0   0.0   180   211   625   657   614   673 0.63 -
h2tg000003l:9021929-9022801   -            291 102307at33090        -            294   2.1e-30  103.1   2.5   1   1   5.3e-32   2.4e-30  102.9   2.5    14   287     1   289     1   291 0.89 -
h2tg000014l:17311477-17348306 -            847 102307at33090        -            294   5.5e-29   98.4   7.0   1   5   1.5e-06     7e-05   19.3   0.0   199   293   114   209    99   210 0.86 -
